Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5112414273,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5112414274,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5112414275,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5112414276,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5112414277,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5112414278,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,
5112414279,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Mitch Farris (42615371),Mitch Farris,42615371,P,6700,LAA@CIN 04/12/2026 01:40PM ET,LAA,2.88
,,,,,,,,,,,,,,,SP,Yusei Kikuchi (42615372),Yusei Kikuchi,42615372,P,6700,LAA@CIN 04/12/2026 01:40PM ET,LAA,9.13
,,,,,,,,,,,,,,,SP,Tanner Houck (42615353),Tanner Houck,42615353,P,6700,BOS@STL 04/12/2026 02:15PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Patrick Sandoval (42615357),Patrick Sandoval,42615357,P,6700,BOS@STL 04/12/2026 02:15PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Kutter Crawford (42615358),Kutter Crawford,42615358,P,6700,BOS@STL 04/12/2026 02:15PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Payton Tolle (42615359),Payton Tolle,42615359,P,6700,BOS@STL 04/12/2026 02:15PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Johan Oviedo (42615374),Johan Oviedo,42615374,P,6700,BOS@STL 04/12/2026 02:15PM ET,BOS,1.45
,,,,,,,,,,,,,,,SP,Josiah Gray (42615344),Josiah Gray,42615344,P,6700,WSH@MIL 04/12/2026 02:10PM ET,WSH,0
,,,,,,,,,,,,,,,SP,DJ Herz (42615345),DJ Herz,42615345,P,6700,WSH@MIL 04/12/2026 02:10PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Mitchell Parker (42615346),Mitchell Parker,42615346,P,6700,WSH@MIL 04/12/2026 02:10PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Jackson Rutledge (42615347),Jackson Rutledge,42615347,P,6700,WSH@MIL 04/12/2026 02:10PM ET,WSH,0
,,,,,,,,,,,,,,,RP,Brad Lord (42615348),Brad Lord,42615348,P,6700,WSH@MIL 04/12/2026 02:10PM ET,WSH,6
,,,,,,,,,,,,,,,SP,Cade Cavalli (42615356),Cade Cavalli,42615356,P,6700,WSH@MIL 04/12/2026 02:10PM ET,WSH,10.82
,,,,,,,,,,,,,,,SP,Andrew Alvarez (42615360),Andrew Alvarez,42615360,P,6700,WSH@MIL 04/12/2026 02:10PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Coleman Crow (42615367),Coleman Crow,42615367,P,6700,WSH@MIL 04/12/2026 02:10PM ET,MIL,0
,,,,,,,,,,,,,,,SP,Antwone Kelly (42615349),Antwone Kelly,42615349,P,6700,PIT@CHC 04/12/2026 02:20PM ET,PIT,0
,,,,,,,,,,,,,,,SP,Jose Urquidy (42615350),Jose Urquidy,42615350,P,6700,PIT@CHC 04/12/2026 02:20PM ET,PIT,5.68
,,,,,,,,,,,,,,,SP,Hunter Barco (42615351),Hunter Barco,42615351,P,6700,PIT@CHC 04/12/2026 02:20PM ET,PIT,1.4
,,,,,,,,,,,,,,,SP,Thomas Harrington (42615352),Thomas Harrington,42615352,P,6700,PIT@CHC 04/12/2026 02:20PM ET,PIT,0
,,,,,,,,,,,,,,,SP,Joey Estes (42615361),Joey Estes,42615361,P,6700,ATH@NYM 04/12/2026 01:40PM ET,ATH,0
,,,,,,,,,,,,,,,SP,Luis Medina (42615362),Luis Medina,42615362,P,6700,ATH@NYM 04/12/2026 01:40PM ET,ATH,4.95
,,,,,,,,,,,,,,,RP,Hogan Harris (42615363),Hogan Harris,42615363,P,6700,ATH@NYM 04/12/2026 01:40PM ET,ATH,2.51
,,,,,,,,,,,,,,,SP,Luis Morales (42615365),Luis Morales,42615365,P,6700,ATH@NYM 04/12/2026 01:40PM ET,ATH,-3.35
,,,,,,,,,,,,,,,SP,Gunnar Hoglund (42615366),Gunnar Hoglund,42615366,P,6700,ATH@NYM 04/12/2026 01:40PM ET,ATH,0
,,,,,,,,,,,,,,,RP,J.T. Ginn (42615373),J.T. Ginn,42615373,P,6700,ATH@NYM 04/12/2026 01:40PM ET,ATH,6.69
,,,,,,,,,,,,,,,RP,Sam Aldegheri (42615375),Sam Aldegheri,42615375,P,6600,LAA@CIN 04/12/2026 01:40PM ET,LAA,0
,,,,,,,,,,,,,,,SP,Alec Marsh (42615381),Alec Marsh,42615381,P,6600,CWS@KC 04/12/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Mason Black (42615382),Mason Black,42615382,P,6600,CWS@KC 04/12/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Luinder Avila (42615383),Luinder Avila,42615383,P,6600,CWS@KC 04/12/2026 02:10PM ET,KC,1.35
,,,,,,,,,,,,,,,RP,Bailey Falter (42615384),Bailey Falter,42615384,P,6600,CWS@KC 04/12/2026 02:10PM ET,KC,-0.25
,,,,,,,,,,,,,,,RP,Daniel Lynch IV (42615385),Daniel Lynch IV,42615385,P,6600,CWS@KC 04/12/2026 02:10PM ET,KC,5.25
,,,,,,,,,,,,,,,RP,Zack Littell (42614742),Zack Littell,42614742,P,6600,WSH@MIL 04/12/2026 02:10PM ET,WSH,9.75
,,,,,,,,,,,,,,,RP,Shane Drohan (42615377),Shane Drohan,42615377,P,6600,WSH@MIL 04/12/2026 02:10PM ET,MIL,-0.2
,,,,,,,,,,,,,,,SP,Trevor Williams (42615378),Trevor Williams,42615378,P,6600,WSH@MIL 04/12/2026 02:10PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Jake Irvin (42615379),Jake Irvin,42615379,P,6600,WSH@MIL 04/12/2026 02:10PM ET,WSH,10.97
,,,,,,,,,,,,,,,SP,Miles Mikolas (42615380),Miles Mikolas,42615380,P,6600,WSH@MIL 04/12/2026 02:10PM ET,WSH,-0.55
,,,,,,,,,,,,,,,SP,Jordan Wicks (42615386),Jordan Wicks,42615386,P,6600,PIT@CHC 04/12/2026 02:20PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Ben Brown (42615387),Ben Brown,42615387,P,6600,PIT@CHC 04/12/2026 02:20PM ET,CHC,7.5
,,,,,,,,,,,,,,,SP,Luis Severino (42615376),Luis Severino,42615376,P,6600,ATH@NYM 04/12/2026 01:40PM ET,ATH,11.2
,,,,,,,,,,,,,,,SP,Dax Fulton (42615391),Dax Fulton,42615391,P,6500,MIA@DET 04/12/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Braxton Garrett (42615392),Braxton Garrett,42615392,P,6500,MIA@DET 04/12/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Ryan Gusto (42615393),Ryan Gusto,42615393,P,6500,MIA@DET 04/12/2026 01:40PM ET,MIA,4.25
,,,,,,,,,,,,,,,SP,Cade Povich (42614743),Cade Povich,42614743,P,6500,SF@BAL 04/12/2026 01:35PM ET,BAL,8.55
,,,,,,,,,,,,,,,OF,Aaron Judge (42614746),Aaron Judge,42614746,OF,6500,NYY@TB 04/12/2026 01:40PM ET,NYY,8.64
,,,,,,,,,,,,,,,SP,Caden Dana (42615388),Caden Dana,42615388,P,6500,LAA@CIN 04/12/2026 01:40PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Ryan Johnson (42615390),Ryan Johnson,42615390,P,6500,LAA@CIN 04/12/2026 01:40PM ET,LAA,-7.1
,,,,,,,,,,,,,,,SP,Chase Silseth (42615395),Chase Silseth,42615395,P,6500,LAA@CIN 04/12/2026 01:40PM ET,LAA,2
,,,,,,,,,,,,,,,SP,Sean Burke (42615394),Sean Burke,42615394,P,6500,CWS@KC 04/12/2026 02:10PM ET,CWS,13.85
,,,,,,,,,,,,,,,RP,Stephen Kolek (42615396),Stephen Kolek,42615396,P,6500,CWS@KC 04/12/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,SP,Dustin May (42615389),Dustin May,42615389,P,6500,BOS@STL 04/12/2026 02:15PM ET,STL,4.13
,,,,,,,,,,,,,,,SP,Jackson Jobe (42615403),Jackson Jobe,42615403,P,6400,MIA@DET 04/12/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,SP,Adam Mazur (42615406),Adam Mazur,42615406,P,6400,MIA@DET 04/12/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Troy Melton (42615407),Troy Melton,42615407,P,6400,MIA@DET 04/12/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,SP,Chris Paddack (42615411),Chris Paddack,42615411,P,6400,MIA@DET 04/12/2026 01:40PM ET,MIA,8.87
,,,,,,,,,,,,,,,SP,Adrian Houser (42614744),Adrian Houser,42614744,P,6400,SF@BAL 04/12/2026 01:35PM ET,SF,9.35
,,,,,,,,,,,,,,,SP,Dean Kremer (42615412),Dean Kremer,42615412,P,6400,SF@BAL 04/12/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,SP,Tyler Wells (42615413),Tyler Wells,42615413,P,6400,SF@BAL 04/12/2026 01:35PM ET,BAL,3.68
,,,,,,,,,,,,,,,RP,Dietrich Enns (42615414),Dietrich Enns,42615414,P,6400,SF@BAL 04/12/2026 01:35PM ET,BAL,5.38
,,,,,,,,,,,,,,,SP,Chayce McDermott (42615415),Chayce McDermott,42615415,P,6400,SF@BAL 04/12/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Ryan Bergert (42615397),Ryan Bergert,42615397,P,6400,CWS@KC 04/12/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Mitch Spence (42615401),Mitch Spence,42615401,P,6400,CWS@KC 04/12/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,SP,Davis Martin (42615409),Davis Martin,42615409,P,6400,CWS@KC 04/12/2026 02:10PM ET,CWS,18.63
,,,,,,,,,,,,,,,SP,Brycen Mautz (42615398),Brycen Mautz,42615398,P,6400,BOS@STL 04/12/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,SP,Tekoah Roby (42615399),Tekoah Roby,42615399,P,6400,BOS@STL 04/12/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,RP,Gordon Graceffo (42615400),Gordon Graceffo,42615400,P,6400,BOS@STL 04/12/2026 02:15PM ET,STL,4.19
,,,,,,,,,,,,,,,RP,Matthew Liberatore (42615404),Matthew Liberatore,42615404,P,6400,BOS@STL 04/12/2026 02:15PM ET,STL,9.87
,,,,,,,,,,,,,,,SP,Hunter Dobbins (42615405),Hunter Dobbins,42615405,P,6400,BOS@STL 04/12/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,RP,Jared Shuster (42615410),Jared Shuster,42615410,P,6400,BOS@STL 04/12/2026 02:15PM ET,STL,1.5
,,,,,,,,,,,,,,,SP,Javier Assad (42615402),Javier Assad,42615402,P,6400,PIT@CHC 04/12/2026 02:20PM ET,CHC,20.95
,,,,,,,,,,,,,,,RP,Colin Rea (42615408),Colin Rea,42615408,P,6400,PIT@CHC 04/12/2026 02:20PM ET,CHC,11.03
,,,,,,,,,,,,,,,SP,Keider Montero (42615416),Keider Montero,42615416,P,6300,MIA@DET 04/12/2026 01:40PM ET,DET,19.52
,,,,,,,,,,,,,,,RP,Albert Suarez (42615418),Albert Suarez,42615418,P,6300,SF@BAL 04/12/2026 01:35PM ET,BAL,6.42
,,,,,,,,,,,,,,,RP,Anthony Kay (42615417),Anthony Kay,42615417,P,6300,CWS@KC 04/12/2026 02:10PM ET,CWS,13.2
,,,,,,,,,,,,,,,SP,Brandon Young (42615421),Brandon Young,42615421,P,6200,SF@BAL 04/12/2026 01:35PM ET,BAL,16.85
,,,,,,,,,,,,,,,OF,Kyle Schwarber (42614747),Kyle Schwarber,42614747,OF,6200,ARI@PHI 04/12/2026 01:35PM ET,PHI,8.5
,,,,,,,,,,,,,,,SP,Richard Fitts (42615420),Richard Fitts,42615420,P,6200,BOS@STL 04/12/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,SP,Robert Gasser (42615419),Robert Gasser,42615419,P,6200,WSH@MIL 04/12/2026 02:10PM ET,MIL,0
,,,,,,,,,,,,,,,SS,Bobby Witt Jr. (42614748),Bobby Witt Jr.,42614748,SS,6100,CWS@KC 04/12/2026 02:10PM ET,KC,7.8
,,,,,,,,,,,,,,,RP,Kyle Leahy (42615422),Kyle Leahy,42615422,P,6100,BOS@STL 04/12/2026 02:15PM ET,STL,6.17
,,,,,,,,,,,,,,,SS,Elly De La Cruz (42614749),Elly De La Cruz,42614749,SS,6000,LAA@CIN 04/12/2026 01:40PM ET,CIN,10.6
,,,,,,,,,,,,,,,SP,Jonathan Cannon (42614745),Jonathan Cannon,42614745,P,6000,CWS@KC 04/12/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,OF,Corbin Carroll (42614750),Corbin Carroll,42614750,OF,5900,ARI@PHI 04/12/2026 01:35PM ET,ARI,10.62
,,,,,,,,,,,,,,,SP,Erick Fedde (42615423),Erick Fedde,42615423,P,5900,CWS@KC 04/12/2026 02:10PM ET,CWS,12.2
,,,,,,,,,,,,,,,SS,Gunnar Henderson (42614751),Gunnar Henderson,42614751,SS,5800,SF@BAL 04/12/2026 01:35PM ET,BAL,11.71
,,,,,,,,,,,,,,,OF,Juan Soto (42615079),Juan Soto,42615079,OF,5800,ATH@NYM 04/12/2026 01:40PM ET,NYM,8.25
,,,,,,,,,,,,,,,SP,Drew Thorpe (42615424),Drew Thorpe,42615424,P,5700,CWS@KC 04/12/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Sean Newcomb (42615425),Sean Newcomb,42615425,P,5700,CWS@KC 04/12/2026 02:10PM ET,CWS,3.84
,,,,,,,,,,,,,,,RP,Grant Taylor (42615426),Grant Taylor,42615426,P,5700,CWS@KC 04/12/2026 02:10PM ET,CWS,3.91
,,,,,,,,,,,,,,,RP,Mike Vasil (42615427),Mike Vasil,42615427,P,5700,CWS@KC 04/12/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Shane Smith (42615428),Shane Smith,42615428,P,5700,CWS@KC 04/12/2026 02:10PM ET,CWS,2.52
,,,,,,,,,,,,,,,OF,Pete Crow-Armstrong (42614752),Pete Crow-Armstrong,42614752,OF,5700,PIT@CHC 04/12/2026 02:20PM ET,CHC,6.79
,,,,,,,,,,,,,,,OF,Christian Yelich (42614753),Christian Yelich,42614753,OF,5600,WSH@MIL 04/12/2026 02:10PM ET,MIL,9.21
,,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (42614754),Vladimir Guerrero Jr.,42614754,1B,5500,MIN@TOR 04/12/2026 01:37PM ET,TOR,7.71
,,,,,,,,,,,,,,,RP,Keegan Akin (42615429),Keegan Akin,42615429,P,5500,SF@BAL 04/12/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,OF,Mike Trout (42614756),Mike Trout,42614756,OF,5500,LAA@CIN 04/12/2026 01:40PM ET,LAA,8.5
,,,,,,,,,,,,,,,C,Shea Langeliers (42614755),Shea Langeliers,42614755,C,5500,ATH@NYM 04/12/2026 01:40PM ET,ATH,10.08
,,,,,,,,,,,,,,,SS,Trea Turner (42614757),Trea Turner,42614757,SS,5400,ARI@PHI 04/12/2026 01:35PM ET,PHI,6.36
,,,,,,,,,,,,,,,OF,James Wood (42614758),James Wood,42614758,OF,5400,WSH@MIL 04/12/2026 02:10PM ET,WSH,11.64
,,,,,,,,,,,,,,,3B,Junior Caminero (42614759),Junior Caminero,42614759,3B,5300,NYY@TB 04/12/2026 01:40PM ET,TB,6.43
,,,,,,,,,,,,,,,1B,Ben Rice (42614763),Ben Rice,42614763,1B,5300,NYY@TB 04/12/2026 01:40PM ET,NYY,12.23
,,,,,,,,,,,,,,,2B,Ketel Marte (42614762),Ketel Marte,42614762,2B,5300,ARI@PHI 04/12/2026 01:35PM ET,ARI,6.13
,,,,,,,,,,,,,,,2B,Brice Turang (42614761),Brice Turang,42614761,2B,5300,WSH@MIL 04/12/2026 02:10PM ET,MIL,11.33
,,,,,,,,,,,,,,,OF,Luis Robert Jr. (42614760),Luis Robert Jr.,42614760,OF,5300,ATH@NYM 04/12/2026 01:40PM ET,NYM,8.93
,,,,,,,,,,,,,,,1B,Bryce Harper (42614765),Bryce Harper,42614765,1B,5200,ARI@PHI 04/12/2026 01:35PM ET,PHI,8.64
,,,,,,,,,,,,,,,OF,Roman Anthony (42614764),Roman Anthony,42614764,OF,5200,BOS@STL 04/12/2026 02:15PM ET,BOS,6.46
,,,,,,,,,,,,,,,SS,CJ Abrams (42614766),CJ Abrams,42614766,SS,5200,WSH@MIL 04/12/2026 02:10PM ET,WSH,12.23
,,,,,,,,,,,,,,,OF,George Springer (42614768),George Springer,42614768,OF,5100,MIN@TOR 04/12/2026 01:37PM ET,TOR,6.64
,,,,,,,,,,,,,,,1B,Rafael Devers (42614770),Rafael Devers,42614770,1B,5100,SF@BAL 04/12/2026 01:35PM ET,SF,5.8
,,,,,,,,,,,,,,,C,William Contreras (42614769),William Contreras,42614769,C,5100,WSH@MIL 04/12/2026 02:10PM ET,MIL,9
,,,,,,,,,,,,,,,SS,Francisco Lindor (42614767),Francisco Lindor,42614767,SS,5100,ATH@NYM 04/12/2026 01:40PM ET,NYM,5.93
,,,,,,,,,,,,,,,OF,Brent Rooker (42615080),Brent Rooker,42615080,OF,5100,ATH@NYM 04/12/2026 01:40PM ET,ATH,6.5
,,,,,,,,,,,,,,,2B,Xavier Edwards (42614773),Xavier Edwards,42614773,2B,5000,MIA@DET 04/12/2026 01:40PM ET,MIA,9.13
,,,,,,,,,,,,,,,OF,Jackson Chourio (42615081),Jackson Chourio,42615081,OF,5000,WSH@MIL 04/12/2026 02:10PM ET,MIL,0
,,,,,,,,,,,,,,,OF,Oneil Cruz (42614772),Oneil Cruz,42614772,OF,5000,PIT@CHC 04/12/2026 02:20PM ET,PIT,12.14
,,,,,,,,,,,,,,,1B,Nick Kurtz (42614771),Nick Kurtz,42614771,1B,5000,ATH@NYM 04/12/2026 01:40PM ET,ATH,6.54
,,,,,,,,,,,,,,,OF,Byron Buxton (42614775),Byron Buxton,42614775,OF,4900,MIN@TOR 04/12/2026 01:37PM ET,MIN,5.21
,,,,,,,,,,,,,,,1B,Pete Alonso (42614774),Pete Alonso,42614774,1B,4900,SF@BAL 04/12/2026 01:35PM ET,BAL,5.07
,,,,,,,,,,,,,,,3B,Maikel Garcia (42614776),Maikel Garcia,42614776,3B,4900,CWS@KC 04/12/2026 02:10PM ET,KC,8.93
,,,,,,,,,,,,,,,1B/3B,Yandy Diaz (42614778),Yandy Diaz,42614778,1B/3B,4800,NYY@TB 04/12/2026 01:40PM ET,TB,11.07
,,,,,,,,,,,,,,,SS,Zach Neto (42614780),Zach Neto,42614780,SS,4800,LAA@CIN 04/12/2026 01:40PM ET,LAA,10.4
,,,,,,,,,,,,,,,OF,Wilyer Abreu (42614777),Wilyer Abreu,42614777,OF,4800,BOS@STL 04/12/2026 02:15PM ET,BOS,9.57
,,,,,,,,,,,,,,,OF,Taylor Ward (42614782),Taylor Ward,42614782,OF,4700,SF@BAL 04/12/2026 01:35PM ET,BAL,8.64
,,,,,,,,,,,,,,,3B,Eugenio Suarez (42614784),Eugenio Suarez,42614784,3B,4700,LAA@CIN 04/12/2026 01:40PM ET,CIN,6.07
,,,,,,,,,,,,,,,OF,Jarren Duran (42614783),Jarren Duran,42614783,OF,4700,BOS@STL 04/12/2026 02:15PM ET,BOS,6.73
,,,,,,,,,,,,,,,1B,Michael Busch (42614781),Michael Busch,42614781,1B,4700,PIT@CHC 04/12/2026 02:20PM ET,CHC,3.71
,,,,,,,,,,,,,,,3B/SS,Kevin McGonigle (42614786),Kevin McGonigle,42614786,3B/SS,4600,MIA@DET 04/12/2026 01:40PM ET,DET,7.87
,,,,,,,,,,,,,,,OF,Jakob Marsee (42614788),Jakob Marsee,42614788,OF,4600,MIA@DET 04/12/2026 01:40PM ET,MIA,6.87
,,,,,,,,,,,,,,,1B,Munetaka Murakami (42614785),Munetaka Murakami,42614785,1B,4600,CWS@KC 04/12/2026 02:10PM ET,CWS,7.07
,,,,,,,,,,,,,,,2B,Nico Hoerner (42614789),Nico Hoerner,42614789,2B,4600,PIT@CHC 04/12/2026 02:20PM ET,CHC,10.71
,,,,,,,,,,,,,,,3B,Kazuma Okamoto (42614790),Kazuma Okamoto,42614790,3B,4500,MIN@TOR 04/12/2026 01:37PM ET,TOR,5.62
,,,,,,,,,,,,,,,OF,Riley Greene (42614791),Riley Greene,42614791,OF,4500,MIA@DET 04/12/2026 01:40PM ET,DET,7.53
,,,,,,,,,,,,,,,OF,Kyle Stowers (42615082),Kyle Stowers,42615082,OF,4500,MIA@DET 04/12/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,1B,Sal Stewart (42614793),Sal Stewart,42614793,1B,4500,LAA@CIN 04/12/2026 01:40PM ET,CIN,11.07
,,,,,,,,,,,,,,,SS,Geraldo Perdomo (42614792),Geraldo Perdomo,42614792,SS,4500,ARI@PHI 04/12/2026 01:35PM ET,ARI,6
,,,,,,,,,,,,,,,2B,Brandon Lowe (42614794),Brandon Lowe,42614794,2B,4500,PIT@CHC 04/12/2026 02:20PM ET,PIT,7.58
,,,,,,,,,,,,,,,SS,Otto Lopez (42614797),Otto Lopez,42614797,SS,4400,MIA@DET 04/12/2026 01:40PM ET,MIA,8.36
,,,,,,,,,,,,,,,1B/C,Liam Hicks (42614800),Liam Hicks,42614800,C/1B,4400,MIA@DET 04/12/2026 01:40PM ET,MIA,8.21
,,,,,,,,,,,,,,,OF,Cody Bellinger (42614795),Cody Bellinger,42614795,OF,4400,NYY@TB 04/12/2026 01:40PM ET,NYY,7.93
,,,,,,,,,,,,,,,2B,JJ Wetherholt (42614798),JJ Wetherholt,42614798,2B,4400,BOS@STL 04/12/2026 02:15PM ET,STL,8
,,,,,,,,,,,,,,,OF,Seiya Suzuki (42614796),Seiya Suzuki,42614796,OF,4400,PIT@CHC 04/12/2026 02:20PM ET,CHC,4
,,,,,,,,,,,,,,,3B,Alex Bregman (42614799),Alex Bregman,42614799,3B,4400,PIT@CHC 04/12/2026 02:20PM ET,CHC,5.57
,,,,,,,,,,,,,,,2B,Luke Keaschall (42614803),Luke Keaschall,42614803,2B,4300,MIN@TOR 04/12/2026 01:37PM ET,MIN,6.33
,,,,,,,,,,,,,,,3B/SS,Colson Montgomery (42614805),Colson Montgomery,42614805,3B/SS,4300,CWS@KC 04/12/2026 02:10PM ET,CWS,5.6
,,,,,,,,,,,,,,,1B,Alec Burleson (42614804),Alec Burleson,42614804,1B,4300,BOS@STL 04/12/2026 02:15PM ET,STL,7.57
,,,,,,,,,,,,,,,OF,Tyler Soderstrom (42614802),Tyler Soderstrom,42614802,OF,4300,ATH@NYM 04/12/2026 01:40PM ET,ATH,8.5
,,,,,,,,,,,,,,,C,Alejandro Kirk (42615083),Alejandro Kirk,42615083,C,4200,MIN@TOR 04/12/2026 01:37PM ET,TOR,6
,,,,,,,,,,,,,,,OF,Kerry Carpenter (42614811),Kerry Carpenter,42614811,OF,4200,MIA@DET 04/12/2026 01:40PM ET,DET,5.5
,,,,,,,,,,,,,,,SS,Willy Adames (42614807),Willy Adames,42614807,SS,4200,SF@BAL 04/12/2026 01:35PM ET,SF,7.27
,,,,,,,,,,,,,,,C,Adley Rutschman (42614813),Adley Rutschman,42614813,C,4200,SF@BAL 04/12/2026 01:35PM ET,BAL,6.4
,,,,,,,,,,,,,,,1B,Jonathan Aranda (42614809),Jonathan Aranda,42614809,1B,4200,NYY@TB 04/12/2026 01:40PM ET,TB,8.71
,,,,,,,,,,,,,,,3B,Alec Bohm (42614812),Alec Bohm,42614812,3B,4200,ARI@PHI 04/12/2026 01:35PM ET,PHI,5.15
,,,,,,,,,,,,,,,1B,Vinnie Pasquantino (42614808),Vinnie Pasquantino,42614808,1B,4200,CWS@KC 04/12/2026 02:10PM ET,KC,4.07
,,,,,,,,,,,,,,,OF,Sal Frelick (42614810),Sal Frelick,42614810,OF,4200,WSH@MIL 04/12/2026 02:10PM ET,MIL,5.38
,,,,,,,,,,,,,,,OF,Daulton Varsho (42614815),Daulton Varsho,42614815,OF,4100,MIN@TOR 04/12/2026 01:37PM ET,TOR,6.36
,,,,,,,,,,,,,,,1B/3B,Colt Keith (42614817),Colt Keith,42614817,1B/3B,4100,MIA@DET 04/12/2026 01:40PM ET,DET,6.93
,,,,,,,,,,,,,,,3B,Jordan Westburg (42615084),Jordan Westburg,42615084,3B,4100,SF@BAL 04/12/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,OF,Giancarlo Stanton (42614814),Giancarlo Stanton,42614814,OF,4100,NYY@TB 04/12/2026 01:40PM ET,NYY,7.15
,,,,,,,,,,,,,,,2B,Jazz Chisholm Jr. (42614820),Jazz Chisholm Jr.,42614820,2B,4100,NYY@TB 04/12/2026 01:40PM ET,NYY,6.07
,,,,,,,,,,,,,,,C,Carter Jensen (42614821),Carter Jensen,42614821,C,4100,CWS@KC 04/12/2026 02:10PM ET,KC,6.14
,,,,,,,,,,,,,,,1B,Willson Contreras (42614816),Willson Contreras,42614816,1B,4100,BOS@STL 04/12/2026 02:15PM ET,BOS,8
,,,,,,,,,,,,,,,OF,Bryan Reynolds (42614819),Bryan Reynolds,42614819,OF,4100,PIT@CHC 04/12/2026 02:20PM ET,PIT,8.29
,,,,,,,,,,,,,,,SP,Jake Bloss (42615440),Jake Bloss,42615440,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Adam Macko (42615441),Adam Macko,42615441,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Andrew Morris (42615443),Andrew Morris,42615443,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Ricky Tiedemann (42615460),Ricky Tiedemann,42615460,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,0
,,,,,,,,,,,,,,,SP,John Klein (42615471),John Klein,42615471,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Connor Prielipp (42615477),Connor Prielipp,42615477,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Kendry Rojas (42615480),Kendry Rojas,42615480,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Travis Adams (42615486),Travis Adams,42615486,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Bowden Francis (42615491),Bowden Francis,42615491,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Justin Topa (42615507),Justin Topa,42615507,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,1.09
