Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5116282767,MLB $25K mini-MAX [150 Entry Max],189703744,$1,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5116282768,MLB $25K mini-MAX [150 Entry Max],189703744,$1,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5116271371,MLB $20K mini-MAX [150 Entry Max],189703746,$0.50,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5116271372,MLB $20K mini-MAX [150 Entry Max],189703746,$0.50,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5116271373,MLB $20K mini-MAX [150 Entry Max],189703746,$0.50,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5116271374,MLB $20K mini-MAX [150 Entry Max],189703746,$0.50,,,,,,,,,,,,
5116271375,MLB $20K mini-MAX [150 Entry Max],189703746,$0.50,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,Brandon Williamson (42664908),Brandon Williamson,42664908,P,6800,CIN@MIN 04/17/2026 08:10PM ET,CIN,9.1
,,,,,,,,,,,,,,,RP,Ryan Bergert (42665472),Ryan Bergert,42665472,P,6800,KC@NYY 04/17/2026 07:05PM ET,KC,0
,,,,,,,,,,,,,,,RP,Mitch Spence (42665473),Mitch Spence,42665473,P,6800,KC@NYY 04/17/2026 07:05PM ET,KC,0
,,,,,,,,,,,,,,,SP,Chase Petty (42665480),Chase Petty,42665480,P,6700,CIN@MIN 04/17/2026 08:10PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Michael McGreevy (42665481),Michael McGreevy,42665481,P,6700,STL@HOU 04/17/2026 08:10PM ET,STL,13.49
,,,,,,,,,,,,,,,SP,Reid Detmers (42665482),Reid Detmers,42665482,P,6600,SD@LAA 04/17/2026 09:38PM ET,LAA,18.35
,,,,,,,,,,,,,,,SP,Jack Kochanowicz (42665483),Jack Kochanowicz,42665483,P,6600,SD@LAA 04/17/2026 09:38PM ET,LAA,15.28
,,,,,,,,,,,,,,,OF,Aaron Judge (42664914),Aaron Judge,42664914,OF,6600,KC@NYY 04/17/2026 07:05PM ET,NYY,10.74
,,,,,,,,,,,,,,,SP,Drew Thorpe (42665489),Drew Thorpe,42665489,P,6500,CWS@ATH 04/17/2026 09:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Mike Vasil (42665490),Mike Vasil,42665490,P,6500,CWS@ATH 04/17/2026 09:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Sean Newcomb (42665491),Sean Newcomb,42665491,P,6500,CWS@ATH 04/17/2026 09:40PM ET,CWS,3.51
,,,,,,,,,,,,,,,SP,Sean Burke (42665493),Sean Burke,42665493,P,6500,CWS@ATH 04/17/2026 09:40PM ET,CWS,10.89
,,,,,,,,,,,,,,,RP,Shane Smith (42665496),Shane Smith,42665496,P,6500,CWS@ATH 04/17/2026 09:40PM ET,CWS,2.52
,,,,,,,,,,,,,,,SP,Jackson Jobe (42665494),Jackson Jobe,42665494,P,6500,DET@BOS 04/17/2026 07:15PM ET,DET,0
,,,,,,,,,,,,,,,SP,Troy Melton (42665495),Troy Melton,42665495,P,6500,DET@BOS 04/17/2026 07:15PM ET,DET,0
,,,,,,,,,,,,,,,SP,Marco Raya (42665484),Marco Raya,42665484,P,6500,CIN@MIN 04/17/2026 08:10PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Matt Bowman (42665485),Matt Bowman,42665485,P,6500,CIN@MIN 04/17/2026 08:10PM ET,MIN,0
,,,,,,,,,,,,,,,SP,David Festa (42665492),David Festa,42665492,P,6500,CIN@MIN 04/17/2026 08:10PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Tomoyuki Sugano (42664909),Tomoyuki Sugano,42664909,P,6500,LAD@COL 04/17/2026 08:40PM ET,COL,16.57
,,,,,,,,,,,,,,,SP,Miguel Ullola (42665486),Miguel Ullola,42665486,P,6500,STL@HOU 04/17/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,,RP,Nate Pearson (42665487),Nate Pearson,42665487,P,6500,STL@HOU 04/17/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,,RP,Ryan Weiss (42665488),Ryan Weiss,42665488,P,6500,STL@HOU 04/17/2026 08:10PM ET,HOU,4.83
,,,,,,,,,,,,,,,SP,Jonathan Cannon (42665497),Jonathan Cannon,42665497,P,6400,CWS@ATH 04/17/2026 09:40PM ET,CWS,-3.8
,,,,,,,,,,,,,,,RP,Grant Taylor (42665498),Grant Taylor,42665498,P,6400,CWS@ATH 04/17/2026 09:40PM ET,CWS,4.72
,,,,,,,,,,,,,,,SP,Erick Fedde (42665499),Erick Fedde,42665499,P,6400,CWS@ATH 04/17/2026 09:40PM ET,CWS,12.2
,,,,,,,,,,,,,,,SP,Braxton Garrett (42665501),Braxton Garrett,42665501,P,6400,MIL@MIA 04/17/2026 07:10PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Dax Fulton (42665502),Dax Fulton,42665502,P,6400,MIL@MIA 04/17/2026 07:10PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Ryan Gusto (42665503),Ryan Gusto,42665503,P,6400,MIL@MIA 04/17/2026 07:10PM ET,MIA,4.25
,,,,,,,,,,,,,,,SP,Adam Mazur (42665505),Adam Mazur,42665505,P,6400,MIL@MIA 04/17/2026 07:10PM ET,MIA,0
,,,,,,,,,,,,,,,OF,Kyle Tucker (42664915),Kyle Tucker,42664915,OF,6400,LAD@COL 04/17/2026 08:40PM ET,LAD,8.5
,,,,,,,,,,,,,,,RP,Michael Lorenzen (42665504),Michael Lorenzen,42665504,P,6400,LAD@COL 04/17/2026 08:40PM ET,COL,2.7
,,,,,,,,,,,,,,,SP,Kyle Freeland (42665506),Kyle Freeland,42665506,P,6400,LAD@COL 04/17/2026 08:40PM ET,COL,11.16
,,,,,,,,,,,,,,,SP,Cal Quantrill (42665500),Cal Quantrill,42665500,P,6400,TEX@SEA 04/17/2026 09:40PM ET,TEX,5.65
,,,,,,,,,,,,,,,RP,Mason Fluharty (42665508),Mason Fluharty,42665508,P,6300,TOR@ARI 04/17/2026 09:40PM ET,TOR,2.12
,,,,,,,,,,,,,,,SP,Patrick Corbin (42665512),Patrick Corbin,42665512,P,6300,TOR@ARI 04/17/2026 09:40PM ET,TOR,10.68
,,,,,,,,,,,,,,,SP,Robert Gasser (42664910),Robert Gasser,42664910,P,6300,MIL@MIA 04/17/2026 07:10PM ET,MIL,0
,,,,,,,,,,,,,,,SP,Chris Paddack (42665507),Chris Paddack,42665507,P,6300,MIL@MIA 04/17/2026 07:10PM ET,MIA,9.52
,,,,,,,,,,,,,,,OF,Yordan Alvarez (42664916),Yordan Alvarez,42664916,OF,6300,STL@HOU 04/17/2026 08:10PM ET,HOU,12.1
,,,,,,,,,,,,,,,SP,Tekoah Roby (42665509),Tekoah Roby,42665509,P,6300,STL@HOU 04/17/2026 08:10PM ET,STL,0
,,,,,,,,,,,,,,,SP,Brycen Mautz (42665510),Brycen Mautz,42665510,P,6300,STL@HOU 04/17/2026 08:10PM ET,STL,0
,,,,,,,,,,,,,,,RP,Gordon Graceffo (42665511),Gordon Graceffo,42665511,P,6300,STL@HOU 04/17/2026 08:10PM ET,STL,4.22
,,,,,,,,,,,,,,,SP,Dustin May (42665513),Dustin May,42665513,P,6300,STL@HOU 04/17/2026 08:10PM ET,STL,7.92
,,,,,,,,,,,,,,,SP,Hunter Dobbins (42665514),Hunter Dobbins,42665514,P,6300,STL@HOU 04/17/2026 08:10PM ET,STL,0
,,,,,,,,,,,,,,,SP,Tanner Houck (42665517),Tanner Houck,42665517,P,6200,DET@BOS 04/17/2026 07:15PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Patrick Sandoval (42665525),Patrick Sandoval,42665525,P,6200,DET@BOS 04/17/2026 07:15PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Kutter Crawford (42665526),Kutter Crawford,42665526,P,6200,DET@BOS 04/17/2026 07:15PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Payton Tolle (42665527),Payton Tolle,42665527,P,6200,DET@BOS 04/17/2026 07:15PM ET,BOS,0
,,,,,,,,,,,,,,,RP,Andre Pallante (42665515),Andre Pallante,42665515,P,6200,STL@HOU 04/17/2026 08:10PM ET,STL,6.05
,,,,,,,,,,,,,,,RP,Matthew Liberatore (42665516),Matthew Liberatore,42665516,P,6200,STL@HOU 04/17/2026 08:10PM ET,STL,7.86
,,,,,,,,,,,,,,,SP,Richard Fitts (42665530),Richard Fitts,42665530,P,6200,STL@HOU 04/17/2026 08:10PM ET,STL,0
,,,,,,,,,,,,,,,SP,Alek Manoah (42665518),Alek Manoah,42665518,P,6200,SD@LAA 04/17/2026 09:38PM ET,LAA,0
,,,,,,,,,,,,,,,SP,Chase Silseth (42665519),Chase Silseth,42665519,P,6200,SD@LAA 04/17/2026 09:38PM ET,LAA,2.39
,,,,,,,,,,,,,,,RP,Mitch Farris (42665520),Mitch Farris,42665520,P,6200,SD@LAA 04/17/2026 09:38PM ET,LAA,3.18
,,,,,,,,,,,,,,,SP,Walbert Urena (42665521),Walbert Urena,42665521,P,6200,SD@LAA 04/17/2026 09:38PM ET,LAA,1.48
,,,,,,,,,,,,,,,SP,Yusei Kikuchi (42665522),Yusei Kikuchi,42665522,P,6200,SD@LAA 04/17/2026 09:38PM ET,LAA,7.02
,,,,,,,,,,,,,,,RP,Sam Aldegheri (42665523),Sam Aldegheri,42665523,P,6200,SD@LAA 04/17/2026 09:38PM ET,LAA,7.95
,,,,,,,,,,,,,,,SP,Caden Dana (42665524),Caden Dana,42665524,P,6200,SD@LAA 04/17/2026 09:38PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Ryan Johnson (42665528),Ryan Johnson,42665528,P,6200,SD@LAA 04/17/2026 09:38PM ET,LAA,-7.1
,,,,,,,,,,,,,,,SP,George Klassen (42665529),George Klassen,42665529,P,6200,SD@LAA 04/17/2026 09:38PM ET,LAA,0.15
,,,,,,,,,,,,,,,OF,Corbin Carroll (42664917),Corbin Carroll,42664917,OF,6100,TOR@ARI 04/17/2026 09:40PM ET,ARI,9.82
,,,,,,,,,,,,,,,SP,Johan Oviedo (42665531),Johan Oviedo,42665531,P,6100,DET@BOS 04/17/2026 07:15PM ET,BOS,1.45
,,,,,,,,,,,,,,,RP,Kyle Leahy (42664911),Kyle Leahy,42664911,P,6000,STL@HOU 04/17/2026 08:10PM ET,STL,6.17
,,,,,,,,,,,,,,,SS,Bobby Witt Jr. (42664918),Bobby Witt Jr.,42664918,SS,6000,KC@NYY 04/17/2026 07:05PM ET,KC,8.10
,,,,,,,,,,,,,,,SS,Elly De La Cruz (42664919),Elly De La Cruz,42664919,SS,5900,CIN@MIN 04/17/2026 08:10PM ET,CIN,10.68
,,,,,,,,,,,,,,,C,Shea Langeliers (42664920),Shea Langeliers,42664920,C,5800,CWS@ATH 04/17/2026 09:40PM ET,ATH,10.17
,,,,,,,,,,,,,,,OF,Mike Trout (42664921),Mike Trout,42664921,OF,5700,SD@LAA 04/17/2026 09:38PM ET,LAA,12.10
,,,,,,,,,,,,,,,1B,Ben Rice (42664922),Ben Rice,42664922,1B,5600,KC@NYY 04/17/2026 07:05PM ET,NYY,10.78
,,,,,,,,,,,,,,,OF,Roman Anthony (42664925),Roman Anthony,42664925,OF,5500,DET@BOS 04/17/2026 07:15PM ET,BOS,7.12
,,,,,,,,,,,,,,,2B,Brice Turang (42664923),Brice Turang,42664923,2B,5500,MIL@MIA 04/17/2026 07:10PM ET,MIL,12.62
,,,,,,,,,,,,,,,1B,Freddie Freeman (42664924),Freddie Freeman,42664924,1B,5500,LAD@COL 04/17/2026 08:40PM ET,LAD,8.28
,,,,,,,,,,,,,,,RP,Valente Bellozo (42665532),Valente Bellozo,42665532,P,5500,LAD@COL 04/17/2026 08:40PM ET,COL,3.73
,,,,,,,,,,,,,,,RP,Tanner Gordon (42665533),Tanner Gordon,42665533,P,5500,LAD@COL 04/17/2026 08:40PM ET,COL,15.2
,,,,,,,,,,,,,,,SP,Chase Dollander (42665534),Chase Dollander,42665534,P,5500,LAD@COL 04/17/2026 08:40PM ET,COL,13.91
,,,,,,,,,,,,,,,SP,Antonio Senzatela (42665535),Antonio Senzatela,42665535,P,5500,LAD@COL 04/17/2026 08:40PM ET,COL,10.71
,,,,,,,,,,,,,,,SP,McCade Brown (42665536),McCade Brown,42665536,P,5500,LAD@COL 04/17/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Jose Quintana (42665537),Jose Quintana,42665537,P,5500,LAD@COL 04/17/2026 08:40PM ET,COL,2.5
,,,,,,,,,,,,,,,SP,Ryan Feltner (42665538),Ryan Feltner,42665538,P,5500,LAD@COL 04/17/2026 08:40PM ET,COL,5.72
,,,,,,,,,,,,,,,1B,Nick Kurtz (42664927),Nick Kurtz,42664927,1B,5400,CWS@ATH 04/17/2026 09:40PM ET,ATH,7
,,,,,,,,,,,,,,,OF,Teoscar Hernandez (42664928),Teoscar Hernandez,42664928,OF,5400,LAD@COL 04/17/2026 08:40PM ET,LAD,9.31
,,,,,,,,,,,,,,,SS,Zach Neto (42664926),Zach Neto,42664926,SS,5400,SD@LAA 04/17/2026 09:38PM ET,LAA,9.45
,,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (42664929),Vladimir Guerrero Jr.,42664929,1B,5300,TOR@ARI 04/17/2026 09:40PM ET,TOR,7.61
,,,,,,,,,,,,,,,2B/OF,Fernando Tatis Jr. (42664930),Fernando Tatis Jr.,42664930,2B/OF,5300,SD@LAA 04/17/2026 09:38PM ET,SD,7.10
,,,,,,,,,,,,,,,OF,Andy Pages (42664932),Andy Pages,42664932,OF,5200,LAD@COL 04/17/2026 08:40PM ET,LAD,11.61
,,,,,,,,,,,,,,,2B,Jose Altuve (42664933),Jose Altuve,42664933,2B,5200,STL@HOU 04/17/2026 08:10PM ET,HOU,8.53
,,,,,,,,,,,,,,,SS,Corey Seager (42664934),Corey Seager,42664934,SS,5200,TEX@SEA 04/17/2026 09:40PM ET,TEX,8.5
,,,,,,,,,,,,,,,2B,Ketel Marte (42664935),Ketel Marte,42664935,2B,5100,TOR@ARI 04/17/2026 09:40PM ET,ARI,7.06
,,,,,,,,,,,,,,,OF,Christian Yelich (42665218),Christian Yelich,42665218,OF,5100,MIL@MIA 04/17/2026 07:10PM ET,MIL,8.6
,,,,,,,,,,,,,,,OF,Brandon Nimmo (42664936),Brandon Nimmo,42664936,OF,5100,TEX@SEA 04/17/2026 09:40PM ET,TEX,9.21
,,,,,,,,,,,,,,,C,Cal Raleigh (42664937),Cal Raleigh,42664937,C,5100,TEX@SEA 04/17/2026 09:40PM ET,SEA,5.8
,,,,,,,,,,,,,,,OF,Jarren Duran (42664938),Jarren Duran,42664938,OF,5000,DET@BOS 04/17/2026 07:15PM ET,BOS,7.27
,,,,,,,,,,,,,,,C,William Contreras (42664939),William Contreras,42664939,C,5000,MIL@MIA 04/17/2026 07:10PM ET,MIL,8.69
,,,,,,,,,,,,,,,OF,Jackson Chourio (42665219),Jackson Chourio,42665219,OF,5000,MIL@MIA 04/17/2026 07:10PM ET,MIL,0
,,,,,,,,,,,,,,,3B,Max Muncy (42664940),Max Muncy,42664940,3B,5000,LAD@COL 04/17/2026 08:40PM ET,LAD,6.76
,,,,,,,,,,,,,,,OF,Brent Rooker (42665221),Brent Rooker,42665221,OF,4900,CWS@ATH 04/17/2026 09:40PM ET,ATH,6.5
,,,,,,,,,,,,,,,OF,George Springer (42665220),George Springer,42665220,OF,4900,TOR@ARI 04/17/2026 09:40PM ET,TOR,6.64
,,,,,,,,,,,,,,,OF,Wilyer Abreu (42664941),Wilyer Abreu,42664941,OF,4900,DET@BOS 04/17/2026 07:15PM ET,BOS,8.71
,,,,,,,,,,,,,,,OF,Kyle Stowers (42665222),Kyle Stowers,42665222,OF,4900,MIL@MIA 04/17/2026 07:10PM ET,MIA,0
,,,,,,,,,,,,,,,C,Will Smith (42664942),Will Smith,42664942,C,4900,LAD@COL 04/17/2026 08:40PM ET,LAD,6.59
,,,,,,,,,,,,,,,OF,Tyler Soderstrom (42664943),Tyler Soderstrom,42664943,OF,4800,CWS@ATH 04/17/2026 09:40PM ET,ATH,7.63
,,,,,,,,,,,,,,,2B,Xavier Edwards (42664944),Xavier Edwards,42664944,2B,4800,MIL@MIA 04/17/2026 07:10PM ET,MIA,8.47
,,,,,,,,,,,,,,,1B,Christian Walker (42664945),Christian Walker,42664945,1B,4800,STL@HOU 04/17/2026 08:10PM ET,HOU,8.9
,,,,,,,,,,,,,,,3B,Maikel Garcia (42664946),Maikel Garcia,42664946,3B,4800,KC@NYY 04/17/2026 07:05PM ET,KC,7.63
,,,,,,,,,,,,,,,OF,Byron Buxton (42664947),Byron Buxton,42664947,OF,4700,CIN@MIN 04/17/2026 08:10PM ET,MIN,7.65
,,,,,,,,,,,,,,,1B,Sal Stewart (42664951),Sal Stewart,42664951,1B,4700,CIN@MIN 04/17/2026 08:10PM ET,CIN,11.47
,,,,,,,,,,,,,,,C,Hunter Goodman (42664948),Hunter Goodman,42664948,C,4700,LAD@COL 04/17/2026 08:40PM ET,COL,8.05
,,,,,,,,,,,,,,,3B/SS,Carlos Correa (42664949),Carlos Correa,42664949,3B/SS,4700,STL@HOU 04/17/2026 08:10PM ET,HOU,8
,,,,,,,,,,,,,,,3B/SS,Kevin McGonigle (42664952),Kevin McGonigle,42664952,3B/SS,4600,DET@BOS 04/17/2026 07:15PM ET,DET,8.79
,,,,,,,,,,,,,,,1B/C,Liam Hicks (42664956),Liam Hicks,42664956,C/1B,4600,MIL@MIA 04/17/2026 07:10PM ET,MIA,8.56
,,,,,,,,,,,,,,,2B,JJ Wetherholt (42664954),JJ Wetherholt,42664954,2B,4600,STL@HOU 04/17/2026 08:10PM ET,STL,8.89
,,,,,,,,,,,,,,,OF,Cody Bellinger (42664955),Cody Bellinger,42664955,OF,4600,KC@NYY 04/17/2026 07:05PM ET,NYY,7.39
,,,,,,,,,,,,,,,OF,Jakob Marsee (42664960),Jakob Marsee,42664960,OF,4500,MIL@MIA 04/17/2026 07:10PM ET,MIA,7.68
,,,,,,,,,,,,,,,SS,Mookie Betts (42665224),Mookie Betts,42665224,SS,4500,LAD@COL 04/17/2026 08:40PM ET,LAD,8.38
,,,,,,,,,,,,,,,1B,Alec Burleson (42664961),Alec Burleson,42664961,1B,4500,STL@HOU 04/17/2026 08:10PM ET,STL,8.11
,,,,,,,,,,,,,,,OF,Jordan Walker (42664962),Jordan Walker,42664962,OF,4500,STL@HOU 04/17/2026 08:10PM ET,STL,11.67
,,,,,,,,,,,,,,,SS,Jeremy Pena (42665223),Jeremy Pena,42665223,SS,4500,STL@HOU 04/17/2026 08:10PM ET,HOU,6.2
,,,,,,,,,,,,,,,3B,Manny Machado (42664958),Manny Machado,42664958,3B,4500,SD@LAA 04/17/2026 09:38PM ET,SD,7.28
,,,,,,,,,,,,,,,OF,Jackson Merrill (42664959),Jackson Merrill,42664959,OF,4500,SD@LAA 04/17/2026 09:38PM ET,SD,9.37
,,,,,,,,,,,,,,,1B,Willson Contreras (42664964),Willson Contreras,42664964,1B,4400,DET@BOS 04/17/2026 07:15PM ET,BOS,8.59
,,,,,,,,,,,,,,,C,Dillon Dingler (42664965),Dillon Dingler,42664965,C,4400,DET@BOS 04/17/2026 07:15PM ET,DET,8.69
,,,,,,,,,,,,,,,OF,Riley Greene (42664968),Riley Greene,42664968,OF,4400,DET@BOS 04/17/2026 07:15PM ET,DET,7.79
,,,,,,,,,,,,,,,3B,Eugenio Suarez (42664963),Eugenio Suarez,42664963,3B,4400,CIN@MIN 04/17/2026 08:10PM ET,CIN,6.16
,,,,,,,,,,,,,,,SS,Otto Lopez (42664966),Otto Lopez,42664966,SS,4400,MIL@MIA 04/17/2026 07:10PM ET,MIA,9
,,,,,,,,,,,,,,,OF,Julio Rodriguez (42664967),Julio Rodriguez,42664967,OF,4400,TEX@SEA 04/17/2026 09:40PM ET,SEA,5.65
,,,,,,,,,,,,,,,SS,Ezequiel Tovar (42664972),Ezequiel Tovar,42664972,SS,4300,LAD@COL 04/17/2026 08:40PM ET,COL,5.84
,,,,,,,,,,,,,,,2B/3B,Isaac Paredes (42664970),Isaac Paredes,42664970,2B/3B,4300,STL@HOU 04/17/2026 08:10PM ET,HOU,5.8
,,,,,,,,,,,,,,,1B,Jake Burger (42664969),Jake Burger,42664969,1B,4300,TEX@SEA 04/17/2026 09:40PM ET,TEX,8.21
,,,,,,,,,,,,,,,OF,Evan Carter (42664974),Evan Carter,42664974,OF,4300,TEX@SEA 04/17/2026 09:40PM ET,TEX,5.84
,,,,,,,,,,,,,,,OF,Jo Adell (42664973),Jo Adell,42664973,OF,4300,SD@LAA 04/17/2026 09:38PM ET,LAA,7.95
,,,,,,,,,,,,,,,1B,Munetaka Murakami (42664975),Munetaka Murakami,42664975,1B,4200,CWS@ATH 04/17/2026 09:40PM ET,CWS,7.42
,,,,,,,,,,,,,,,3B,Kazuma Okamoto (42664977),Kazuma Okamoto,42664977,3B,4200,TOR@ARI 04/17/2026 09:40PM ET,TOR,5.12
,,,,,,,,,,,,,,,SS,Geraldo Perdomo (42664978),Geraldo Perdomo,42664978,SS,4200,TOR@ARI 04/17/2026 09:40PM ET,ARI,6.58
,,,,,,,,,,,,,,,OF,Ramon Laureano (42664979),Ramon Laureano,42664979,OF,4200,SD@LAA 04/17/2026 09:38PM ET,SD,10
,,,,,,,,,,,,,,,OF,Giancarlo Stanton (42664976),Giancarlo Stanton,42664976,OF,4200,KC@NYY 04/17/2026 07:05PM ET,NYY,6.83
,,,,,,,,,,,,,,,C,Carter Jensen (42664980),Carter Jensen,42664980,C,4200,KC@NYY 04/17/2026 07:05PM ET,KC,5.78
,,,,,,,,,,,,,,,2B,Jazz Chisholm Jr. (42664981),Jazz Chisholm Jr.,42664981,2B,4200,KC@NYY 04/17/2026 07:05PM ET,NYY,6.21
,,,,,,,,,,,,,,,SS,Colson Montgomery (42664982),Colson Montgomery,42664982,SS,4100,CWS@ATH 04/17/2026 09:40PM ET,CWS,5.84
,,,,,,,,,,,,,,,3B,Max Muncy (42664989),Max Muncy,42664989,3B,4100,CWS@ATH 04/17/2026 09:40PM ET,ATH,7.89
,,,,,,,,,,,,,,,2B,Luke Keaschall (42664987),Luke Keaschall,42664987,2B,4100,CIN@MIN 04/17/2026 08:10PM ET,MIN,6.79
,,,,,,,,,,,,,,,C,Agustin Ramirez (42664988),Agustin Ramirez,42664988,C,4100,MIL@MIA 04/17/2026 07:10PM ET,MIA,7.06
,,,,,,,,,,,,,,,1B/OF,Troy Johnston (42664983),Troy Johnston,42664983,1B/OF,4100,LAD@COL 04/17/2026 08:40PM ET,COL,6.31
,,,,,,,,,,,,,,,OF,Wyatt Langford (42664986),Wyatt Langford,42664986,OF,4100,TEX@SEA 04/17/2026 09:40PM ET,TEX,5.69
,,,,,,,,,,,,,,,1B,Vinnie Pasquantino (42664985),Vinnie Pasquantino,42664985,1B,4100,KC@NYY 04/17/2026 07:05PM ET,KC,4.79
,,,,,,,,,,,,,,,RP,Prelander Berroa (42665541),Prelander Berroa,42665541,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Henry Baez (42665545),Henry Baez,42665545,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,RP,David Sandlin (42665546),David Sandlin,42665546,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Tyler Schweitzer (42665554),Tyler Schweitzer,42665554,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,1.2
,,,,,,,,,,,,,,,SP,Ky Bush (42665563),Ky Bush,42665563,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Braden Nett (42665572),Braden Nett,42665572,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,SP,Tanner McDougal (42665585),Tanner McDougal,42665585,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Chen Zhong-Ao Zhuang (42665586),Chen Zhong-Ao Zhuang,42665586,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Brady Basso (42665592),Brady Basso,42665592,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Mason Barnett (42665593),Mason Barnett,42665593,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,SP,Doug Nikhazy (42665598),Doug Nikhazy,42665598,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Chris Murphy (42665617),Chris Murphy,42665617,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,1.18
,,,,,,,,,,,,,,,RP,Seranthony Dominguez (42665619),Seranthony Dominguez,42665619,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,2.33
,,,,,,,,,,,,,,,RP,Duncan Davitt (42665623),Duncan Davitt,42665623,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,1.65
,,,,,,,,,,,,,,,RP,Justin Sterner (42665638),Justin Sterner,42665638,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,2.26
,,,,,,,,,,,,,,,RP,Elvis Alvarado (42665642),Elvis Alvarado,42665642,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,2.23
,,,,,,,,,,,,,,,RP,Tyler Gilbert (42665661),Tyler Gilbert,42665661,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,-3.1
,,,,,,,,,,,,,,,RP,Lucas Sims (42665665),Lucas Sims,42665665,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,2.78
,,,,,,,,,,,,,,,RP,Bryan Hudson (42665690),Bryan Hudson,42665690,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,3.08
,,,,,,,,,,,,,,,RP,Jordan Hicks (42665696),Jordan Hicks,42665696,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,1.11
,,,,,,,,,,,,,,,RP,Mark Leiter Jr. (42665713),Mark Leiter Jr.,42665713,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,0.93
,,,,,,,,,,,,,,,RP,Joel Kuhnel (42665723),Joel Kuhnel,42665723,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,3.18
,,,,,,,,,,,,,,,RP,Tyler Ferguson (42665732),Tyler Ferguson,42665732,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Brandon Eisert (42665733),Brandon Eisert,42665733,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,-1.48
,,,,,,,,,,,,,,,RP,Scott Barlow (42665753),Scott Barlow,42665753,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,1.81
,,,,,,,,,,,,,,,RP,Wikelman Gonzalez (42665757),Wikelman Gonzalez,42665757,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Michael Kelly (42665777),Michael Kelly,42665777,P,4000,CWS@ATH 04/17/2026 09:40PM ET,ATH,1.44
,,,,,,,,,,,,,,,RP,Jordan Leasure (42665784),Jordan Leasure,42665784,P,4000,CWS@ATH 04/17/2026 09:40PM ET,CWS,3.47
