Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,Instructions,,,,,,,,
,,,,,,,,,,,,,,SP,Drew Rasmussen (42634237),Drew Rasmussen,42634237,P,7600,TB@CWS 04/14/2026 07:40PM ET,TB,21.73
,,,,,,,,,,,,,,RP,Reynaldo Lopez (42633728),Reynaldo Lopez,42633728,P,7500,MIA@ATL 04/14/2026 07:15PM ET,ATL,17.22
,,,,,,,,,,,,,,RP,Grant Holmes (42634238),Grant Holmes,42634238,P,7500,MIA@ATL 04/14/2026 07:15PM ET,ATL,14.09
,,,,,,,,,,,,,,RP,AJ Smith-Shawver (42634239),AJ Smith-Shawver,42634239,P,7500,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,SP,Bryce Elder (42634240),Bryce Elder,42634240,P,7500,MIA@ATL 04/14/2026 07:15PM ET,ATL,20.32
,,,,,,,,,,,,,,RP,Joey Wentz (42634245),Joey Wentz,42634245,P,7500,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,SP,Hurston Waldrep (42634246),Hurston Waldrep,42634246,P,7500,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,RP,Eric Lauer (42634241),Eric Lauer,42634241,P,7500,TOR@MIL 04/14/2026 07:40PM ET,TOR,7.5
,,,,,,,,,,,,,,SP,Trey Yesavage (42634242),Trey Yesavage,42634242,P,7500,TOR@MIL 04/14/2026 07:40PM ET,TOR,0
,,,,,,,,,,,,,,SP,Jose Berrios (42634243),Jose Berrios,42634243,P,7500,TOR@MIL 04/14/2026 07:40PM ET,TOR,0
,,,,,,,,,,,,,,SP,Max Scherzer (42634244),Max Scherzer,42634244,P,7500,TOR@MIL 04/14/2026 07:40PM ET,TOR,4.55
,,,,,,,,,,,,,,SP,Gavin Stone (42634249),Gavin Stone,42634249,P,7300,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,SP,River Ryan (42634250),River Ryan,42634250,P,7300,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,SP,Bobby Miller (42634251),Bobby Miller,42634251,P,7300,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,SP,Landon Knack (42634252),Landon Knack,42634252,P,7300,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,SP,Justin Wrobleski (42634253),Justin Wrobleski,42634253,P,7300,NYM@LAD 04/14/2026 10:10PM ET,LAD,14.15
,,,,,,,,,,,,,,SP,Christian Scott (42634256),Christian Scott,42634256,P,7300,NYM@LAD 04/14/2026 10:10PM ET,NYM,0
,,,,,,,,,,,,,,SP,Tobias Myers (42634257),Tobias Myers,42634257,P,7300,NYM@LAD 04/14/2026 10:10PM ET,NYM,5.31
,,,,,,,,,,,,,,SP,Jonah Tong (42634258),Jonah Tong,42634258,P,7300,NYM@LAD 04/14/2026 10:10PM ET,NYM,0
,,,,,,,,,,,,,,SP,David Peterson (42634259),David Peterson,42634259,P,7300,NYM@LAD 04/14/2026 10:10PM ET,NYM,9.01
,,,,,,,,,,,,,,SP,Sean Manaea (42634260),Sean Manaea,42634260,P,7300,NYM@LAD 04/14/2026 10:10PM ET,NYM,7.85
,,,,,,,,,,,,,,RP,Joey Cantillo (42633729),Joey Cantillo,42633729,P,7300,CLE@STL 04/14/2026 07:45PM ET,CLE,19.4
,,,,,,,,,,,,,,RP,Kolby Allard (42634254),Kolby Allard,42634254,P,7300,CLE@STL 04/14/2026 07:45PM ET,CLE,1.38
,,,,,,,,,,,,,,SP,Logan Allen (42634255),Logan Allen,42634255,P,7300,CLE@STL 04/14/2026 07:45PM ET,CLE,0
,,,,,,,,,,,,,,SP,Logan Evans (42634247),Logan Evans,42634247,P,7300,SEA@SD 04/14/2026 09:40PM ET,SEA,0
,,,,,,,,,,,,,,RP,Cooper Criswell (42634248),Cooper Criswell,42634248,P,7300,SEA@SD 04/14/2026 09:40PM ET,SEA,4.92
,,,,,,,,,,,,,,SP,Brayan Bello (42634261),Brayan Bello,42634261,P,7200,BOS@MIN 04/14/2026 07:40PM ET,BOS,6.07
,,,,,,,,,,,,,,SP,Spencer Arrighetti (42634262),Spencer Arrighetti,42634262,P,7100,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,SP,Lance McCullers Jr. (42634263),Lance McCullers Jr.,42634263,P,7100,COL@HOU 04/14/2026 08:10PM ET,HOU,13.5
,,,,,,,,,,,,,,SP,Brandon Walter (42634264),Brandon Walter,42634264,P,7100,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,SP,Cody Ponce (42634267),Cody Ponce,42634267,P,7000,TOR@MIL 04/14/2026 07:40PM ET,TOR,8.05
,,,,,,,,,,,,,,SP,Shane Bieber (42634268),Shane Bieber,42634268,P,7000,TOR@MIL 04/14/2026 07:40PM ET,TOR,0
,,,,,,,,,,,,,,RP,Ryan Weathers (42633730),Ryan Weathers,42633730,P,7000,LAA@NYY 04/14/2026 07:05PM ET,NYY,16.27
,,,,,,,,,,,,,,RP,Ryan Yarbrough (42634265),Ryan Yarbrough,42634265,P,7000,LAA@NYY 04/14/2026 07:05PM ET,NYY,3.64
,,,,,,,,,,,,,,SP,Luis Gil (42634266),Luis Gil,42634266,P,7000,LAA@NYY 04/14/2026 07:05PM ET,NYY,2.8
,,,,,,,,,,,,,,RP,Jhony Brito (42634269),Jhony Brito,42634269,P,6900,SEA@SD 04/14/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,SP,Kyle Hart (42634270),Kyle Hart,42634270,P,6900,SEA@SD 04/14/2026 09:40PM ET,SD,2.72
,,,,,,,,,,,,,,SP,Walker Buehler (42634271),Walker Buehler,42634271,P,6900,SEA@SD 04/14/2026 09:40PM ET,SD,8.77
,,,,,,,,,,,,,,SP,JP Sears (42634272),JP Sears,42634272,P,6900,SEA@SD 04/14/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,SP,Griffin Canning (42634273),Griffin Canning,42634273,P,6900,SEA@SD 04/14/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,SP,Matt Waldron (42634274),Matt Waldron,42634274,P,6900,SEA@SD 04/14/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,SP,German Marquez (42634275),German Marquez,42634275,P,6900,SEA@SD 04/14/2026 09:40PM ET,SD,9.35
,,,,,,,,,,,,,,SP,Joey Estes (42634278),Joey Estes,42634278,P,6800,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,SP,Luis Morales (42634279),Luis Morales,42634279,P,6800,TEX@ATH 04/14/2026 09:40PM ET,ATH,-3.35
,,,,,,,,,,,,,,RP,Hogan Harris (42634280),Hogan Harris,42634280,P,6800,TEX@ATH 04/14/2026 09:40PM ET,ATH,2.92
,,,,,,,,,,,,,,SP,Luis Medina (42634281),Luis Medina,42634281,P,6800,TEX@ATH 04/14/2026 09:40PM ET,ATH,4.84
,,,,,,,,,,,,,,RP,Jack Perkins (42634282),Jack Perkins,42634282,P,6800,TEX@ATH 04/14/2026 09:40PM ET,ATH,6.8
,,,,,,,,,,,,,,SP,Gunnar Hoglund (42634283),Gunnar Hoglund,42634283,P,6800,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,RP,Jacob Lopez (42634284),Jacob Lopez,42634284,P,6800,TEX@ATH 04/14/2026 09:40PM ET,ATH,5.53
,,,,,,,,,,,,,,SP,Luis Severino (42634285),Luis Severino,42634285,P,6800,TEX@ATH 04/14/2026 09:40PM ET,ATH,11.92
,,,,,,,,,,,,,,SP,Coleman Crow (42634276),Coleman Crow,42634276,P,6800,TOR@MIL 04/14/2026 07:40PM ET,MIL,0
,,,,,,,,,,,,,,RP,Shane Drohan (42634277),Shane Drohan,42634277,P,6800,TOR@MIL 04/14/2026 07:40PM ET,MIL,-0.2
,,,,,,,,,,,,,,SP,Sean Burke (42634294),Sean Burke,42634294,P,6700,TB@CWS 04/14/2026 07:40PM ET,CWS,13.85
,,,,,,,,,,,,,,SP,Jonathan Cannon (42634297),Jonathan Cannon,42634297,P,6700,TB@CWS 04/14/2026 07:40PM ET,CWS,-3.8
,,,,,,,,,,,,,,SP,Michael McGreevy (42633731),Michael McGreevy,42633731,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,15.23
,,,,,,,,,,,,,,RP,Andre Pallante (42634286),Andre Pallante,42634286,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,6.05
,,,,,,,,,,,,,,SP,Dustin May (42634287),Dustin May,42634287,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,4.13
,,,,,,,,,,,,,,SP,Brycen Mautz (42634288),Brycen Mautz,42634288,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,0
,,,,,,,,,,,,,,SP,Tekoah Roby (42634289),Tekoah Roby,42634289,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,0
,,,,,,,,,,,,,,RP,Jared Shuster (42634290),Jared Shuster,42634290,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,1.92
,,,,,,,,,,,,,,RP,Gordon Graceffo (42634291),Gordon Graceffo,42634291,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,4.22
,,,,,,,,,,,,,,RP,Matthew Liberatore (42634292),Matthew Liberatore,42634292,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,7.86
,,,,,,,,,,,,,,SP,Hunter Dobbins (42634293),Hunter Dobbins,42634293,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,0
,,,,,,,,,,,,,,RP,Kyle Leahy (42634295),Kyle Leahy,42634295,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,6.17
,,,,,,,,,,,,,,SP,Richard Fitts (42634296),Richard Fitts,42634296,P,6700,CLE@STL 04/14/2026 07:45PM ET,STL,0
,,,,,,,,,,,,,,RP,Hayden Wesneski (42634298),Hayden Wesneski,42634298,P,6600,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,SP,Mike Burrows (42634299),Mike Burrows,42634299,P,6600,COL@HOU 04/14/2026 08:10PM ET,HOU,8.22
,,,,,,,,,,,,,,RP,Osvaldo Bido (42634301),Osvaldo Bido,42634301,P,6500,MIA@ATL 04/14/2026 07:15PM ET,ATL,4.75
,,,,,,,,,,,,,,RP,Jose Suarez (42634302),Jose Suarez,42634302,P,6500,MIA@ATL 04/14/2026 07:15PM ET,ATL,3.34
,,,,,,,,,,,,,,RP,Didier Fuentes (42634303),Didier Fuentes,42634303,P,6500,MIA@ATL 04/14/2026 07:15PM ET,ATL,13.2
,,,,,,,,,,,,,,RP,Victor Mederos (42634304),Victor Mederos,42634304,P,6500,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,RP,Martin Perez (42634305),Martin Perez,42634305,P,6500,MIA@ATL 04/14/2026 07:15PM ET,ATL,8.82
,,,,,,,,,,,,,,SP,Tomoyuki Sugano (42634300),Tomoyuki Sugano,42634300,P,6500,COL@HOU 04/14/2026 08:10PM ET,COL,16.57
,,,,,,,,,,,,,,SP,Kyle Freeland (42634318),Kyle Freeland,42634318,P,6500,COL@HOU 04/14/2026 08:10PM ET,COL,11.16
,,,,,,,,,,,,,,1B/OF,Shohei Ohtani (42633736),Shohei Ohtani,42633736,1B/OF,6500,NYM@LAD 04/14/2026 10:10PM ET,LAD,9.81
,,,,,,,,,,,,,,RP,Mason Fluharty (42634306),Mason Fluharty,42634306,P,6500,TOR@MIL 04/14/2026 07:40PM ET,TOR,1.82
,,,,,,,,,,,,,,SP,Patrick Corbin (42634307),Patrick Corbin,42634307,P,6500,TOR@MIL 04/14/2026 07:40PM ET,TOR,1.6
,,,,,,,,,,,,,,SP,Reid Detmers (42633732),Reid Detmers,42633732,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,13.35
,,,,,,,,,,,,,,SP,Jack Kochanowicz (42634308),Jack Kochanowicz,42634308,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,14.97
,,,,,,,,,,,,,,SP,Yusei Kikuchi (42634309),Yusei Kikuchi,42634309,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,7.02
,,,,,,,,,,,,,,SP,Alek Manoah (42634310),Alek Manoah,42634310,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,0
,,,,,,,,,,,,,,SP,Grayson Rodriguez (42634311),Grayson Rodriguez,42634311,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,0
,,,,,,,,,,,,,,RP,Mitch Farris (42634312),Mitch Farris,42634312,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,3.18
,,,,,,,,,,,,,,RP,Sam Aldegheri (42634313),Sam Aldegheri,42634313,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,0
,,,,,,,,,,,,,,SP,Caden Dana (42634314),Caden Dana,42634314,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,0
,,,,,,,,,,,,,,RP,Ryan Johnson (42634315),Ryan Johnson,42634315,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,-7.1
,,,,,,,,,,,,,,SP,George Klassen (42634316),George Klassen,42634316,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,0.15
,,,,,,,,,,,,,,SP,Chase Silseth (42634317),Chase Silseth,42634317,P,6500,LAA@NYY 04/14/2026 07:05PM ET,LAA,2
,,,,,,,,,,,,,,OF,Aaron Judge (42633738),Aaron Judge,42633738,OF,6400,LAA@NYY 04/14/2026 07:05PM ET,NYY,10.69
,,,,,,,,,,,,,,SP,Dax Fulton (42634325),Dax Fulton,42634325,P,6300,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,SP,Braxton Garrett (42634326),Braxton Garrett,42634326,P,6300,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,RP,Ryan Gusto (42634327),Ryan Gusto,42634327,P,6300,MIA@ATL 04/14/2026 07:15PM ET,MIA,4.25
,,,,,,,,,,,,,,SP,Adam Mazur (42634328),Adam Mazur,42634328,P,6300,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,SP,Chris Paddack (42634329),Chris Paddack,42634329,P,6300,MIA@ATL 04/14/2026 07:15PM ET,MIA,8.87
,,,,,,,,,,,,,,SP,Mick Abel (42633733),Mick Abel,42633733,P,6300,BOS@MIN 04/14/2026 07:40PM ET,MIN,6.67
,,,,,,,,,,,,,,SP,Marco Raya (42634319),Marco Raya,42634319,P,6300,BOS@MIN 04/14/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,RP,Matt Bowman (42634320),Matt Bowman,42634320,P,6300,BOS@MIN 04/14/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,SP,Zebby Matthews (42634321),Zebby Matthews,42634321,P,6300,BOS@MIN 04/14/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,SP,Simeon Woods Richardson (42634322),Simeon Woods Richardson,42634322,P,6300,BOS@MIN 04/14/2026 07:40PM ET,MIN,7.75
,,,,,,,,,,,,,,SP,Bailey Ober (42634323),Bailey Ober,42634323,P,6300,BOS@MIN 04/14/2026 07:40PM ET,MIN,10.16
,,,,,,,,,,,,,,SP,David Festa (42634324),David Festa,42634324,P,6300,BOS@MIN 04/14/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,SP,Robert Gasser (42634330),Robert Gasser,42634330,P,6300,TOR@MIL 04/14/2026 07:40PM ET,MIL,0
,,,,,,,,,,,,,,SP,Tanner Houck (42634331),Tanner Houck,42634331,P,6200,BOS@MIN 04/14/2026 07:40PM ET,BOS,0
,,,,,,,,,,,,,,SP,Patrick Sandoval (42634332),Patrick Sandoval,42634332,P,6200,BOS@MIN 04/14/2026 07:40PM ET,BOS,0
,,,,,,,,,,,,,,SP,Kutter Crawford (42634333),Kutter Crawford,42634333,P,6200,BOS@MIN 04/14/2026 07:40PM ET,BOS,0
,,,,,,,,,,,,,,SP,Payton Tolle (42634334),Payton Tolle,42634334,P,6200,BOS@MIN 04/14/2026 07:40PM ET,BOS,0
,,,,,,,,,,,,,,SP,Johan Oviedo (42634335),Johan Oviedo,42634335,P,6200,BOS@MIN 04/14/2026 07:40PM ET,BOS,1.45
,,,,,,,,,,,,,,OF,Yordan Alvarez (42633739),Yordan Alvarez,42633739,OF,6200,COL@HOU 04/14/2026 08:10PM ET,HOU,11.71
,,,,,,,,,,,,,,SP,Cristian Javier (42633734),Cristian Javier,42633734,P,6000,COL@HOU 04/14/2026 08:10PM ET,HOU,-3.8
,,,,,,,,,,,,,,RP,Nate Pearson (42634336),Nate Pearson,42634336,P,6000,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,SP,AJ Blubaugh (42634337),AJ Blubaugh,42634337,P,6000,COL@HOU 04/14/2026 08:10PM ET,HOU,1.57
,,,,,,,,,,,,,,SP,Colton Gordon (42634338),Colton Gordon,42634338,P,6000,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,RP,Ryan Weiss (42634339),Ryan Weiss,42634339,P,6000,COL@HOU 04/14/2026 08:10PM ET,HOU,4.59
,,,,,,,,,,,,,,RP,Jason Alexander (42634340),Jason Alexander,42634340,P,6000,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,SP,J.P. France (42634341),J.P. France,42634341,P,6000,COL@HOU 04/14/2026 08:10PM ET,HOU,1.25
,,,,,,,,,,,,,,RP,Cody Bolton (42634342),Cody Bolton,42634342,P,6000,COL@HOU 04/14/2026 08:10PM ET,HOU,7.25
,,,,,,,,,,,,,,SP,Miguel Ullola (42634343),Miguel Ullola,42634343,P,6000,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,OF,Kyle Tucker (42633740),Kyle Tucker,42633740,OF,6000,NYM@LAD 04/14/2026 10:10PM ET,LAD,8.12
,,,,,,,,,,,,,,OF,Juan Soto (42634043),Juan Soto,42634043,OF,5800,NYM@LAD 04/14/2026 10:10PM ET,NYM,8.25
,,,,,,,,,,,,,,3B,Jose Ramirez (42633741),Jose Ramirez,42633741,3B,5800,CLE@STL 04/14/2026 07:45PM ET,CLE,8.24
,,,,,,,,,,,,,,C,Shea Langeliers (42633742),Shea Langeliers,42633742,C,5700,TEX@ATH 04/14/2026 09:40PM ET,ATH,9.33
,,,,,,,,,,,,,,SP,Erick Fedde (42634344),Erick Fedde,42634344,P,5700,TB@CWS 04/14/2026 07:40PM ET,CWS,12.2
,,,,,,,,,,,,,,SP,Drew Thorpe (42634345),Drew Thorpe,42634345,P,5700,TB@CWS 04/14/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,RP,Mike Vasil (42634346),Mike Vasil,42634346,P,5700,TB@CWS 04/14/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,RP,Sean Newcomb (42634347),Sean Newcomb,42634347,P,5700,TB@CWS 04/14/2026 07:40PM ET,CWS,2.8
,,,,,,,,,,,,,,RP,Shane Smith (42634348),Shane Smith,42634348,P,5700,TB@CWS 04/14/2026 07:40PM ET,CWS,2.52
,,,,,,,,,,,,,,RP,Grant Taylor (42634349),Grant Taylor,42634349,P,5700,TB@CWS 04/14/2026 07:40PM ET,CWS,4.56
,,,,,,,,,,,,,,2B,Brice Turang (42633743),Brice Turang,42633743,2B,5600,TOR@MIL 04/14/2026 07:40PM ET,MIL,13.15
,,,,,,,,,,,,,,OF,Ronald Acuna Jr. (42633744),Ronald Acuna Jr.,42633744,OF,5500,MIA@ATL 04/14/2026 07:15PM ET,ATL,7.24
,,,,,,,,,,,,,,RP,Michael Lorenzen (42633735),Michael Lorenzen,42633735,P,5500,COL@HOU 04/14/2026 08:10PM ET,COL,2.42
,,,,,,,,,,,,,,SP,Ryan Feltner (42634350),Ryan Feltner,42634350,P,5500,COL@HOU 04/14/2026 08:10PM ET,COL,5.72
,,,,,,,,,,,,,,RP,Valente Bellozo (42634351),Valente Bellozo,42634351,P,5500,COL@HOU 04/14/2026 08:10PM ET,COL,3.73
,,,,,,,,,,,,,,SP,Antonio Senzatela (42634352),Antonio Senzatela,42634352,P,5500,COL@HOU 04/14/2026 08:10PM ET,COL,10.31
,,,,,,,,,,,,,,SP,McCade Brown (42634353),McCade Brown,42634353,P,5500,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,RP,Jose Quintana (42634354),Jose Quintana,42634354,P,5500,COL@HOU 04/14/2026 08:10PM ET,COL,4.95
,,,,,,,,,,,,,,SP,Tanner Gordon (42634355),Tanner Gordon,42634355,P,5500,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,SP,Chase Dollander (42634356),Chase Dollander,42634356,P,5500,COL@HOU 04/14/2026 08:10PM ET,COL,9.49
,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (42633745),Vladimir Guerrero Jr.,42633745,1B,5500,TOR@MIL 04/14/2026 07:40PM ET,TOR,7.67
,,,,,,,,,,,,,,OF,Christian Yelich (42633746),Christian Yelich,42633746,OF,5400,TOR@MIL 04/14/2026 07:40PM ET,MIL,8.6
,,,,,,,,,,,,,,1B,Ben Rice (42633747),Ben Rice,42633747,1B,5400,LAA@NYY 04/14/2026 07:05PM ET,NYY,11.87
,,,,,,,,,,,,,,1B,Nick Kurtz (42633748),Nick Kurtz,42633748,1B,5300,TEX@ATH 04/14/2026 09:40PM ET,ATH,6.87
,,,,,,,,,,,,,,OF,Luis Robert Jr. (42633749),Luis Robert Jr.,42633749,OF,5300,NYM@LAD 04/14/2026 10:10PM ET,NYM,8.33
,,,,,,,,,,,,,,OF,Mike Trout (42633750),Mike Trout,42633750,OF,5300,LAA@NYY 04/14/2026 07:05PM ET,LAA,10.81
,,,,,,,,,,,,,,1B,Freddie Freeman (42633751),Freddie Freeman,42633751,1B,5200,NYM@LAD 04/14/2026 10:10PM ET,LAD,8.56
,,,,,,,,,,,,,,C,William Contreras (42633754),William Contreras,42633754,C,5200,TOR@MIL 04/14/2026 07:40PM ET,MIL,8.85
,,,,,,,,,,,,,,2B/OF,Fernando Tatis Jr. (42633752),Fernando Tatis Jr.,42633752,2B/OF,5200,SEA@SD 04/14/2026 09:40PM ET,SD,7.06
,,,,,,,,,,,,,,OF,Roman Anthony (42633756),Roman Anthony,42633756,OF,5100,BOS@MIN 04/14/2026 07:40PM ET,BOS,6.73
,,,,,,,,,,,,,,2B,Jose Altuve (42633755),Jose Altuve,42633755,2B,5100,COL@HOU 04/14/2026 08:10PM ET,HOU,8.71
,,,,,,,,,,,,,,OF,Jackson Chourio (42634044),Jackson Chourio,42634044,OF,5100,TOR@MIL 04/14/2026 07:40PM ET,MIL,0
,,,,,,,,,,,,,,3B,Junior Caminero (42633757),Junior Caminero,42633757,3B,5000,TB@CWS 04/14/2026 07:40PM ET,TB,6.53
,,,,,,,,,,,,,,C,Cal Raleigh (42633759),Cal Raleigh,42633759,C,5000,SEA@SD 04/14/2026 09:40PM ET,SEA,5.94
,,,,,,,,,,,,,,SS,Zach Neto (42633758),Zach Neto,42633758,SS,5000,LAA@NYY 04/14/2026 07:05PM ET,LAA,10.18
,,,,,,,,,,,,,,OF,Brent Rooker (42634046),Brent Rooker,42634046,OF,4900,TEX@ATH 04/14/2026 09:40PM ET,ATH,6.5
,,,,,,,,,,,,,,OF,Kyle Stowers (42634047),Kyle Stowers,42634047,OF,4900,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,1B/3B,Yandy Diaz (42633762),Yandy Diaz,42633762,1B/3B,4900,TB@CWS 04/14/2026 07:40PM ET,TB,10.8
,,,,,,,,,,,,,,OF,Wilyer Abreu (42633760),Wilyer Abreu,42633760,OF,4900,BOS@MIN 04/14/2026 07:40PM ET,BOS,9.25
,,,,,,,,,,,,,,SS,Francisco Lindor (42633761),Francisco Lindor,42633761,SS,4900,NYM@LAD 04/14/2026 10:10PM ET,NYM,5.59
,,,,,,,,,,,,,,OF,George Springer (42634045),George Springer,42634045,OF,4900,TOR@MIL 04/14/2026 07:40PM ET,TOR,6.64
,,,,,,,,,,,,,,OF,Tyler Soderstrom (42633765),Tyler Soderstrom,42633765,OF,4800,TEX@ATH 04/14/2026 09:40PM ET,ATH,7.56
,,,,,,,,,,,,,,SS,Corey Seager (42633766),Corey Seager,42633766,SS,4800,TEX@ATH 04/14/2026 09:40PM ET,TEX,8.19
,,,,,,,,,,,,,,2B,Xavier Edwards (42633767),Xavier Edwards,42633767,2B,4800,MIA@ATL 04/14/2026 07:15PM ET,MIA,9.06
,,,,,,,,,,,,,,OF,Jarren Duran (42633764),Jarren Duran,42633764,OF,4800,BOS@MIN 04/14/2026 07:40PM ET,BOS,8.23
,,,,,,,,,,,,,,OF,Brandon Nimmo (42633772),Brandon Nimmo,42633772,OF,4700,TEX@ATH 04/14/2026 09:40PM ET,TEX,9.69
,,,,,,,,,,,,,,C,Drake Baldwin (42633770),Drake Baldwin,42633770,C,4700,MIA@ATL 04/14/2026 07:15PM ET,ATL,10.82
,,,,,,,,,,,,,,1B,Christian Walker (42633769),Christian Walker,42633769,1B,4700,COL@HOU 04/14/2026 08:10PM ET,HOU,8.59
,,,,,,,,,,,,,,OF,Teoscar Hernandez (42633768),Teoscar Hernandez,42633768,OF,4700,NYM@LAD 04/14/2026 10:10PM ET,LAD,9.29
,,,,,,,,,,,,,,3B,Manny Machado (42633771),Manny Machado,42633771,3B,4700,SEA@SD 04/14/2026 09:40PM ET,SD,7.93
,,,,,,,,,,,,,,1B,Matt Olson (42633776),Matt Olson,42633776,1B,4600,MIA@ATL 04/14/2026 07:15PM ET,ATL,10.12
,,,,,,,,,,,,,,3B/SS,Carlos Correa (42633774),Carlos Correa,42633774,3B/SS,4600,COL@HOU 04/14/2026 08:10PM ET,HOU,8.57
,,,,,,,,,,,,,,OF,Andy Pages (42633773),Andy Pages,42633773,OF,4600,NYM@LAD 04/14/2026 10:10PM ET,LAD,12.12
,,,,,,,,,,,,,,1B/C,Liam Hicks (42633779),Liam Hicks,42633779,C/1B,4500,MIA@ATL 04/14/2026 07:15PM ET,MIA,8.44
,,,,,,,,,,,,,,OF,Byron Buxton (42633777),Byron Buxton,42633777,OF,4500,BOS@MIN 04/14/2026 07:40PM ET,MIN,6.13
,,,,,,,,,,,,,,SS,Jeremy Pena (42633778),Jeremy Pena,42633778,SS,4500,COL@HOU 04/14/2026 08:10PM ET,HOU,6.2
,,,,,,,,,,,,,,SS,Mookie Betts (42634048),Mookie Betts,42634048,SS,4500,NYM@LAD 04/14/2026 10:10PM ET,LAD,8.38
,,,,,,,,,,,,,,OF,Jackson Merrill (42633781),Jackson Merrill,42633781,OF,4500,SEA@SD 04/14/2026 09:40PM ET,SD,8.69
,,,,,,,,,,,,,,OF,Julio Rodriguez (42633782),Julio Rodriguez,42633782,OF,4500,SEA@SD 04/14/2026 09:40PM ET,SEA,5.88
,,,,,,,,,,,,,,OF,Jakob Marsee (42633786),Jakob Marsee,42633786,OF,4400,MIA@ATL 04/14/2026 07:15PM ET,MIA,7.47
,,,,,,,,,,,,,,1B,Willson Contreras (42633784),Willson Contreras,42633784,1B,4400,BOS@MIN 04/14/2026 07:40PM ET,BOS,9
,,,,,,,,,,,,,,C,Hunter Goodman (42633783),Hunter Goodman,42633783,C,4400,COL@HOU 04/14/2026 08:10PM ET,COL,6.5
,,,,,,,,,,,,,,3B,Max Muncy (42633787),Max Muncy,42633787,3B,4400,NYM@LAD 04/14/2026 10:10PM ET,LAD,7.2
