Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5109968064,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5109968065,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5109968066,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5109968067,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5109968068,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5109968069,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,
5109968070,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,A.J. Minter (42578076),A.J. Minter,42578076,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Andrew Hoffmann (42578078),Andrew Hoffmann,42578078,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,6.25
,,,,,,,,,,,,,,,RP,Juan Burgos (42578080),Juan Burgos,42578080,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Huascar Brazoban (42578081),Huascar Brazoban,42578081,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,3.39
,,,,,,,,,,,,,,,RP,Luke Weaver (42578084),Luke Weaver,42578084,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,3.89
,,,,,,,,,,,,,,,RP,Kade Strowd (42578085),Kade Strowd,42578085,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Justin Martinez (42578087),Justin Martinez,42578087,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Philip Abner (42578088),Philip Abner,42578088,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Taylor Clarke (42578091),Taylor Clarke,42578091,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,1.86
,,,,,,,,,,,,,,,RP,Reed Garrett (42578092),Reed Garrett,42578092,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Andrew Saalfrank (42578093),Andrew Saalfrank,42578093,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Taylor Rashi (42578095),Taylor Rashi,42578095,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,6.25
,,,,,,,,,,,,,,,RP,Alex Carrillo (42578097),Alex Carrillo,42578097,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,C,Salvador Perez (42577844),Salvador Perez,42577844,C,3900,CWS@KC 04/09/2026 07:40PM ET,KC,4.92
,,,,,,,,,,,,,,,3B/OF,Brett Baty (42577845),Brett Baty,42577845,3B/OF,3900,ARI@NYM 04/09/2026 07:10PM ET,NYM,7.3
,,,,,,,,,,,,,,,SS,Ezequiel Tovar (42577847),Ezequiel Tovar,42577847,SS,3800,COL@SD 04/09/2026 09:40PM ET,COL,6.33
,,,,,,,,,,,,,,,1B,Jorge Polanco (42577848),Jorge Polanco,42577848,1B,3800,ARI@NYM 04/09/2026 07:10PM ET,NYM,4.6
,,,,,,,,,,,,,,,3B,Miguel Vargas (42577850),Miguel Vargas,42577850,3B,3700,CWS@KC 04/09/2026 07:40PM ET,CWS,8.83
,,,,,,,,,,,,,,,SS,Xander Bogaerts (42577849),Xander Bogaerts,42577849,SS,3700,COL@SD 04/09/2026 09:40PM ET,SD,5.17
,,,,,,,,,,,,,,,C,Carter Jensen (42577851),Carter Jensen,42577851,C,3600,CWS@KC 04/09/2026 07:40PM ET,KC,6.54
,,,,,,,,,,,,,,,2B/OF,Tyler Freeman (42577852),Tyler Freeman,42577852,2B/OF,3600,COL@SD 04/09/2026 09:40PM ET,COL,9
,,,,,,,,,,,,,,,OF,Lourdes Gurriel Jr. (42577918),Lourdes Gurriel Jr.,42577918,OF,3600,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,OF,Jac Caglianone (42577855),Jac Caglianone,42577855,OF,3500,CWS@KC 04/09/2026 07:40PM ET,KC,4.09
,,,,,,,,,,,,,,,2B,Chase Meidroth (42577857),Chase Meidroth,42577857,2B,3500,CWS@KC 04/09/2026 07:40PM ET,CWS,6.46
,,,,,,,,,,,,,,,OF,Mickey Moniak (42577856),Mickey Moniak,42577856,OF,3500,COL@SD 04/09/2026 09:40PM ET,COL,9.83
,,,,,,,,,,,,,,,C,Francisco Alvarez (42577854),Francisco Alvarez,42577854,C,3500,ARI@NYM 04/09/2026 07:10PM ET,NYM,7.09
,,,,,,,,,,,,,,,1B/OF,Troy Johnston (42577861),Troy Johnston,42577861,1B/OF,3400,COL@SD 04/09/2026 09:40PM ET,COL,7.91
,,,,,,,,,,,,,,,C,Gabriel Moreno (42577858),Gabriel Moreno,42577858,C,3400,ARI@NYM 04/09/2026 07:10PM ET,ARI,5.18
,,,,,,,,,,,,,,,1B/2B,Ildemaro Vargas (42577859),Ildemaro Vargas,42577859,1B/2B,3400,ARI@NYM 04/09/2026 07:10PM ET,ARI,10.33
,,,,,,,,,,,,,,,OF,Carson Benge (42577863),Carson Benge,42577863,OF,3400,ARI@NYM 04/09/2026 07:10PM ET,NYM,5.54
,,,,,,,,,,,,,,,2B,Jonathan India (42577864),Jonathan India,42577864,2B,3300,CWS@KC 04/09/2026 07:40PM ET,KC,7.7
,,,,,,,,,,,,,,,OF,Brenton Doyle (42577865),Brenton Doyle,42577865,OF,3300,COL@SD 04/09/2026 09:40PM ET,COL,3.58
,,,,,,,,,,,,,,,1B,Mark Vientos (42577866),Mark Vientos,42577866,1B,3300,ARI@NYM 04/09/2026 07:10PM ET,NYM,7.22
,,,,,,,,,,,,,,,1B/OF,Gavin Sheets (42577867),Gavin Sheets,42577867,1B/OF,3200,COL@SD 04/09/2026 09:40PM ET,SD,4.36
,,,,,,,,,,,,,,,2B,Willi Castro (42577869),Willi Castro,42577869,2B,3200,COL@SD 04/09/2026 09:40PM ET,COL,7.18
,,,,,,,,,,,,,,,1B,Pavin Smith (42577919),Pavin Smith,42577919,1B,3200,ARI@NYM 04/09/2026 07:10PM ET,ARI,5.5
,,,,,,,,,,,,,,,OF,Kyle Isbel (42577872),Kyle Isbel,42577872,OF,3100,CWS@KC 04/09/2026 07:40PM ET,KC,10.67
,,,,,,,,,,,,,,,C,Kyle Teel (42577920),Kyle Teel,42577920,C,3100,CWS@KC 04/09/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,OF,Jordan Beck (42577871),Jordan Beck,42577871,OF,3100,COL@SD 04/09/2026 09:40PM ET,COL,3.38
,,,,,,,,,,,,,,,2B,Marcus Semien (42577870),Marcus Semien,42577870,2B,3100,ARI@NYM 04/09/2026 07:10PM ET,NYM,5.33
,,,,,,,,,,,,,,,OF,Starling Marte (42577873),Starling Marte,42577873,OF,3000,CWS@KC 04/09/2026 07:40PM ET,KC,3.75
,,,,,,,,,,,,,,,OF,Austin Hays (42577921),Austin Hays,42577921,OF,3000,CWS@KC 04/09/2026 07:40PM ET,CWS,5.33
,,,,,,,,,,,,,,,2B,Jake Cronenworth (42577874),Jake Cronenworth,42577874,2B,3000,COL@SD 04/09/2026 09:40PM ET,SD,4.67
,,,,,,,,,,,,,,,1B,TJ Rumfield (42577876),TJ Rumfield,42577876,1B,3000,COL@SD 04/09/2026 09:40PM ET,COL,8.42
,,,,,,,,,,,,,,,3B,Sung-Mun Song (42577922),Sung-Mun Song,42577922,3B,3000,COL@SD 04/09/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,3B,Nolan Arenado (42577875),Nolan Arenado,42577875,3B,3000,ARI@NYM 04/09/2026 07:10PM ET,ARI,3.46
,,,,,,,,,,,,,,,OF,Isaac Collins (42577877),Isaac Collins,42577877,OF,2900,CWS@KC 04/09/2026 07:40PM ET,KC,4.58
,,,,,,,,,,,,,,,1B,Blaine Crim (42577923),Blaine Crim,42577923,1B,2900,COL@SD 04/09/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,OF,Alek Thomas (42577878),Alek Thomas,42577878,OF,2900,ARI@NYM 04/09/2026 07:10PM ET,ARI,4.89
,,,,,,,,,,,,,,,3B/OF,Miguel Andujar (42577879),Miguel Andujar,42577879,3B/OF,2800,COL@SD 04/09/2026 09:40PM ET,SD,6.33
,,,,,,,,,,,,,,,OF,Jake McCarthy (42577882),Jake McCarthy,42577882,OF,2800,COL@SD 04/09/2026 09:40PM ET,COL,3.91
,,,,,,,,,,,,,,,1B/OF,Nick Castellanos (42577883),Nick Castellanos,42577883,1B/OF,2800,COL@SD 04/09/2026 09:40PM ET,SD,4.44
,,,,,,,,,,,,,,,C,James McCann (42577881),James McCann,42577881,C,2800,ARI@NYM 04/09/2026 07:10PM ET,ARI,1.8
,,,,,,,,,,,,,,,OF/SS,Luisangel Acuna (42577885),Luisangel Acuna,42577885,SS/OF,2700,CWS@KC 04/09/2026 07:40PM ET,CWS,5.54
,,,,,,,,,,,,,,,2B/OF,Nick Loftin (42577924),Nick Loftin,42577924,2B/OF,2700,CWS@KC 04/09/2026 07:40PM ET,KC,4.5
,,,,,,,,,,,,,,,3B,Kyle Karros (42577888),Kyle Karros,42577888,3B,2700,COL@SD 04/09/2026 09:40PM ET,COL,4.58
,,,,,,,,,,,,,,,C,Adrian Del Castillo (42577887),Adrian Del Castillo,42577887,C,2700,ARI@NYM 04/09/2026 07:10PM ET,ARI,3.5
,,,,,,,,,,,,,,,1B,Jose Fernandez (42577889),Jose Fernandez,42577889,1B,2700,ARI@NYM 04/09/2026 07:10PM ET,ARI,7.57
,,,,,,,,,,,,,,,OF,Tristan Peters (42577890),Tristan Peters,42577890,OF,2600,CWS@KC 04/09/2026 07:40PM ET,CWS,3.73
,,,,,,,,,,,,,,,OF,Brooks Baldwin (42577926),Brooks Baldwin,42577926,OF,2600,CWS@KC 04/09/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,1B/2B,Edouard Julien (42577891),Edouard Julien,42577891,1B/2B,2600,COL@SD 04/09/2026 09:40PM ET,COL,4.3
,,,,,,,,,,,,,,,C,Luis Torrens (42577893),Luis Torrens,42577893,C,2600,ARI@NYM 04/09/2026 07:10PM ET,NYM,5.2
,,,,,,,,,,,,,,,OF,Dustin Harris (42577894),Dustin Harris,42577894,OF,2500,CWS@KC 04/09/2026 07:40PM ET,CWS,10.5
,,,,,,,,,,,,,,,1B,Lenyn Sosa (42577897),Lenyn Sosa,42577897,1B,2500,CWS@KC 04/09/2026 07:40PM ET,CWS,2.11
,,,,,,,,,,,,,,,OF,Everson Pereira (42577927),Everson Pereira,42577927,OF,2500,CWS@KC 04/09/2026 07:40PM ET,CWS,6.2
,,,,,,,,,,,,,,,OF,Bryce Johnson (42577895),Bryce Johnson,42577895,OF,2500,COL@SD 04/09/2026 09:40PM ET,SD,2.67
,,,,,,,,,,,,,,,C,Brett Sullivan (42577896),Brett Sullivan,42577896,C,2500,COL@SD 04/09/2026 09:40PM ET,COL,2.67
,,,,,,,,,,,,,,,1B,Carlos Santana (42577928),Carlos Santana,42577928,1B,2500,ARI@NYM 04/09/2026 07:10PM ET,ARI,1.75
,,,,,,,,,,,,,,,1B/OF,Jared Young (42577898),Jared Young,42577898,1B/OF,2400,ARI@NYM 04/09/2026 07:10PM ET,NYM,3.88
,,,,,,,,,,,,,,,OF,Lane Thomas (42577900),Lane Thomas,42577900,OF,2300,CWS@KC 04/09/2026 07:40PM ET,KC,2.9
,,,,,,,,,,,,,,,OF,Andrew Benintendi (42577901),Andrew Benintendi,42577901,OF,2300,CWS@KC 04/09/2026 07:40PM ET,CWS,2.64
,,,,,,,,,,,,,,,1B,Ty France (42577902),Ty France,42577902,1B,2300,COL@SD 04/09/2026 09:40PM ET,SD,0.75
,,,,,,,,,,,,,,,C,Freddy Fermin (42577904),Freddy Fermin,42577904,C,2300,COL@SD 04/09/2026 09:40PM ET,SD,3
,,,,,,,,,,,,,,,OF,Jorge Barrosa (42577903),Jorge Barrosa,42577903,OF,2300,ARI@NYM 04/09/2026 07:10PM ET,ARI,5.67
,,,,,,,,,,,,,,,OF,Derek Hill (42577907),Derek Hill,42577907,OF,2200,CWS@KC 04/09/2026 07:40PM ET,CWS,2.56
,,,,,,,,,,,,,,,C,Edgar Quero (42577908),Edgar Quero,42577908,C,2200,CWS@KC 04/09/2026 07:40PM ET,CWS,2.22
,,,,,,,,,,,,,,,1B,Luken Baker (42577905),Luken Baker,42577905,1B,2200,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,3B,Ronny Mauricio (42577906),Ronny Mauricio,42577906,3B,2200,ARI@NYM 04/09/2026 07:10PM ET,NYM,5
,,,,,,,,,,,,,,,OF,Tyler Tolbert (42577909),Tyler Tolbert,42577909,OF,2100,CWS@KC 04/09/2026 07:40PM ET,KC,1
,,,,,,,,,,,,,,,C,Luis Campusano (42577910),Luis Campusano,42577910,C,2100,COL@SD 04/09/2026 09:40PM ET,SD,4.2
,,,,,,,,,,,,,,,1B/OF,Tim Tawa (42577911),Tim Tawa,42577911,1B/OF,2100,ARI@NYM 04/09/2026 07:10PM ET,ARI,1.71
,,,,,,,,,,,,,,,3B,Tanner Murray (42577913),Tanner Murray,42577913,3B,2000,CWS@KC 04/09/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,2B,Michael Massey (42577914),Michael Massey,42577914,2B,2000,CWS@KC 04/09/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,C,Reese McGuire (42577916),Reese McGuire,42577916,C,2000,CWS@KC 04/09/2026 07:40PM ET,CWS,0.83
,,,,,,,,,,,,,,,OF,John Rave (42577929),John Rave,42577929,OF,2000,CWS@KC 04/09/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,OF,Kameron Misner (42577930),Kameron Misner,42577930,OF,2000,CWS@KC 04/09/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,1B/3B,Will Wagner (42577931),Will Wagner,42577931,1B/3B,2000,COL@SD 04/09/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,2B/SS,Mason McCoy (42577933),Mason McCoy,42577933,2B/SS,2000,COL@SD 04/09/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,OF,Sterlin Thompson (42577938),Sterlin Thompson,42577938,OF,2000,COL@SD 04/09/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,3B/OF,Kris Bryant (42577941),Kris Bryant,42577941,3B/OF,2000,COL@SD 04/09/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,OF,Zac Veen (42577943),Zac Veen,42577943,OF,2000,COL@SD 04/09/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,2B,Adael Amador (42577944),Adael Amador,42577944,2B,2000,COL@SD 04/09/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,2B,Ryan Ritter (42577946),Ryan Ritter,42577946,2B,2000,COL@SD 04/09/2026 09:40PM ET,COL,0.83
,,,,,,,,,,,,,,,C,Braxton Fulford (42577948),Braxton Fulford,42577948,C,2000,COL@SD 04/09/2026 09:40PM ET,COL,7
,,,,,,,,,,,,,,,OF,Tyrone Taylor (42577915),Tyrone Taylor,42577915,OF,2000,ARI@NYM 04/09/2026 07:10PM ET,NYM,3.86
,,,,,,,,,,,,,,,1B,Tyler Locklear (42577935),Tyler Locklear,42577935,1B,2000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,3B/OF,Jordan Lawlar (42577936),Jordan Lawlar,42577936,3B/OF,2000,ARI@NYM 04/09/2026 07:10PM ET,ARI,7.67
,,,,,,,,,,,,,,,2B/OF,Nick Morabito (42577939),Nick Morabito,42577939,2B/OF,2000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,C,Hayden Senger (42577945),Hayden Senger,42577945,C,2000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,OF,MJ Melendez (42577947),MJ Melendez,42577947,OF,2000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
