Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,,Instructions,,,,,,,,
5125218501,NBA $250 Dime Time [Just $0.10!],189975821,$0.10,Cade Cunningham (42763645),Desmond Bane (42763678),Javonte Green (42763783),Julius Randle (42763664),Nikola Jokic (42763640),Terrence Shannon Jr. (42763836),Julian Strawther (42763876),Branden Carlson (42763912),,SF/PF,Aaron Wiggins (42763827),Aaron Wiggins,42763827,SF/PF/F/UTIL,3200,OKC@PHX 04/27/2026 09:30PM ET,OKC,18.19
5125218502,NBA $250 Dime Time [Just $0.10!],189975821,$0.10,Shai Gilgeous-Alexander (42763642),Luguentz Dort (42763769),Tristan da Silva (42763841),Chet Holmgren (42763661),Nikola Jokic (42763640),Daniss Jenkins (42763806),Jordan Goodwin (42763725),Tim Hardaway Jr. (42763772),,SF/PF,Tristan da Silva (42763841),Tristan da Silva,42763841,SF/PF/F/UTIL,3100,DET@ORL 04/27/2026 08:00PM ET,ORL,18.92
5125218503,NBA $250 Dime Time [Just $0.10!],189975821,$0.10,Jamal Murray (42763648),Desmond Bane (42763678),Tristan da Silva (42763841),Paolo Banchero (42763654),Nikola Jokic (42763640),Daniss Jenkins (42763806),Kyle Anderson (42763811),Branden Carlson (42763912),,SG/SF,Caris LeVert (42763845),Caris LeVert,42763845,SG/SF/F/G/UTIL,3100,DET@ORL 04/27/2026 08:00PM ET,DET,16.18
5125218504,NBA $250 Dime Time [Just $0.10!],189975821,$0.10,Shai Gilgeous-Alexander (42763642),Christian Braun (42763718),Jaden McDaniels (42763686),Chet Holmgren (42763661),Kenrich Williams (42763881),Jamal Murray (42763648),Cameron Johnson (42763734),Duncan Robinson (42763758),,SF/PF,Julian Phillips (42763850),Julian Phillips,42763850,SF/PF/F/UTIL,3100,MIN@DEN 04/27/2026 10:30PM ET,MIN,5.76
5125218505,NBA $250 Dime Time [Just $0.10!],189975821,$0.10,Jamal Murray (42763648),Devin Booker (42763657),Ausar Thompson (42763695),Ronald Holland II (42763857),Nikola Jokic (42763640),Nikola Topic (42763945),Kevin Huerter (42763793),Bones Hyland (42763761),,PF,Ronald Holland II (42763857),Ronald Holland II,42763857,PF/F/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,DET,17.56
5125218506,NBA $250 Dime Time [Just $0.10!],189975821,$0.10,Cade Cunningham (42763645),Devin Booker (42763657),Grayson Allen (42763738),Paolo Banchero (42763654),Jalen Duren (42763667),Daniss Jenkins (42763806),Cason Wallace (42763746),Jared McCain (42763815),,SF/PF,Noah Penda (42763868),Noah Penda,42763868,SF/PF/F/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,ORL,10.88
5125218507,NBA $250 Dime Time [Just $0.10!],189975821,$0.10,Cade Cunningham (42763645),Isaiah Joe (42763790),Ausar Thompson (42763695),Chet Holmgren (42763661),Branden Carlson (42763912),Jamal Murray (42763648),Julius Randle (42763664),Julian Strawther (42763876),,SG,Jett Howard (42763885),Jett Howard,42763885,SG/G/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,ORL,9.53
5125218508,NBA $250 Dime Time [Just $0.10!],189975821,$0.10,Shai Gilgeous-Alexander (42763642),Luguentz Dort (42763769),Jordan Goodwin (42763725),Paolo Banchero (42763654),Jalen Duren (42763667),Devin Booker (42763657),Kevin Huerter (42763793),Terrence Shannon Jr. (42763836),,PG,Jase Richardson (42763888),Jase Richardson,42763888,PG/G/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,ORL,8.26
5125218509,NBA $250 Dime Time [Just $0.10!],189975821,$0.10,Jamal Murray (42763648),Desmond Bane (42763678),Julian Strawther (42763876),Paolo Banchero (42763654),Branden Carlson (42763912),Daniss Jenkins (42763806),Chet Holmgren (42763661),Devin Booker (42763657),,PG,Jevon Carter (42763891),Jevon Carter,42763891,PG/G/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,ORL,12.82
5125224083,NBA $10K mini-MAX [150 Entry Max],189976836,$0.50,Shai Gilgeous-Alexander (42763642),Jordan Goodwin (42763725),Cameron Johnson (42763734),Chet Holmgren (42763661),Nikola Jokic (42763640),Daniss Jenkins (42763806),Tristan da Silva (42763841),Kevin Huerter (42763793),,PF/C,Jonathan Isaac (42763900),Jonathan Isaac,42763900,PF/C/F/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,ORL,8.24
5125224084,NBA $10K mini-MAX [150 Entry Max],189976836,$0.50,Jamal Murray (42763648),Devin Booker (42763657),Ausar Thompson (42763695),Ronald Holland II (42763857),Nikola Jokic (42763640),Bones Hyland (42763761),Kyle Anderson (42763811),Branden Carlson (42763912),,PG/SG,Marcus Sasser (42763920),Marcus Sasser,42763920,PG/SG/G/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,DET,10.58
5125224085,NBA $10K mini-MAX [150 Entry Max],189976836,$0.50,Jamal Murray (42763648),Duncan Robinson (42763758),Grayson Allen (42763738),Tobias Harris (42763689),Nikola Jokic (42763640),Jalen Suggs (42763675),Kevin Huerter (42763793),Nikola Topic (42763945),,C,Moritz Wagner (42763924),Moritz Wagner,42763924,C/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,ORL,12.41
5125224086,NBA $10K mini-MAX [150 Entry Max],189976836,$0.50,Shai Gilgeous-Alexander (42763642),Christian Braun (42763718),Julian Strawther (42763876),Julius Randle (42763664),Jalen Duren (42763667),Cade Cunningham (42763645),Kenrich Williams (42763881),Daniss Jenkins (42763806),,SF,Chaz Lanier (42763929),Chaz Lanier,42763929,SF/F/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,DET,4.6
5125224087,NBA $10K mini-MAX [150 Entry Max],189976836,$0.50,Cade Cunningham (42763645),Devin Booker (42763657),Terrence Shannon Jr. (42763836),Cameron Johnson (42763734),Nikola Jokic (42763640),Ajay Mitchell (42763711),Caris LeVert (42763845),Branden Carlson (42763912),,C,Tolu Smith (42763940),Tolu Smith,42763940,C/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,DET,9.95
5125224064,NBA $500 Daily Dollar [Single Entry],189979676,$1,Jamal Murray (42763648),Luguentz Dort (42763769),Julian Strawther (42763876),Paolo Banchero (42763654),Isaiah Hartenstein (42763709),Daniss Jenkins (42763806),Chet Holmgren (42763661),Devin Booker (42763657),,PF/C,Isaac Jones (42763954),Isaac Jones,42763954,PF/C/F/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,DET,2.61
,,,,,,,,,,,,,SF/PF,Wendell Moore Jr. (42763958),Wendell Moore Jr.,42763958,SF/PF/F/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,DET,5.17
,,,,,,,,,,,,,PG,Alex Morales (42763975),Alex Morales,42763975,PG/G/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,ORL,3.94
,,,,,,,,,,,,,C,Colin Castleton (42763978),Colin Castleton,42763978,C/UTIL,3000,DET@ORL 04/27/2026 08:00PM ET,ORL,4.38
,,,,,,,,,,,,,PG,Donte DiVincenzo (42763854),Donte DiVincenzo,42763854,PG/G/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,MIN,27.13
,,,,,,,,,,,,,PG,Tyus Jones (42763863),Tyus Jones,42763863,PG/G/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,DEN,9.15
,,,,,,,,,,,,,C,Jonas Valanciunas (42763866),Jonas Valanciunas,42763866,C/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,DEN,17.58
,,,,,,,,,,,,,SG/SF,Julian Strawther (42763876),Julian Strawther,42763876,SG/SF/F/G/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,DEN,12.57
,,,,,,,,,,,,,C,Zeke Nnaji (42763894),Zeke Nnaji,42763894,C/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,DEN,9.43
,,,,,,,,,,,,,PG/SG,Jalen Pickett (42763896),Jalen Pickett,42763896,PG/SG/G/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,DEN,11.94
,,,,,,,,,,,,,C,Joan Beringer (42763914),Joan Beringer,42763914,C/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,MIN,8.62
,,,,,,,,,,,,,PF,Joe Ingles (42763932),Joe Ingles,42763932,PF/F/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,MIN,4.85
,,,,,,,,,,,,,C,DaRon Holmes II (42763935),DaRon Holmes II,42763935,C/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,DEN,6.71
,,,,,,,,,,,,,PG,KJ Simpson (42763937),KJ Simpson,42763937,PG/G/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,DEN,11.46
,,,,,,,,,,,,,PG,Curtis Jones (42763951),Curtis Jones,42763951,PG/G/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,DEN,6.78
,,,,,,,,,,,,,SF,David Roddy (42763962),David Roddy,42763962,SF/F/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,DEN,16.6
,,,,,,,,,,,,,PG,Zyon Pullin (42763968),Zyon Pullin,42763968,PG/G/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,MIN,8.25
,,,,,,,,,,,,,C,Rocco Zikarsky (42763971),Rocco Zikarsky,42763971,C/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,MIN,8.8
,,,,,,,,,,,,,PF/C,Enrique Freeman (42763980),Enrique Freeman,42763980,PF/C/F/UTIL,3000,MIN@DEN 04/27/2026 10:30PM ET,MIN,9.62
,,,,,,,,,,,,,PF,Ryan Dunn (42763860),Ryan Dunn,42763860,PF/F/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,PHX,15.12
,,,,,,,,,,,,,SF/PF,Rasheer Fleming (42763872),Rasheer Fleming,42763872,SF/PF/F/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,PHX,8.84
,,,,,,,,,,,,,PF/C,Kenrich Williams (42763881),Kenrich Williams,42763881,PF/C/F/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,OKC,13.81
,,,,,,,,,,,,,PG,Jamaree Bouyea (42763904),Jamaree Bouyea,42763904,PG/G/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,PHX,11.73
,,,,,,,,,,,,,SG/SF,Amir Coffey (42763907),Amir Coffey,42763907,SG/SF/F/G/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,PHX,5.84
,,,,,,,,,,,,,C,Branden Carlson (42763912),Branden Carlson,42763912,C/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,OKC,12.44
,,,,,,,,,,,,,SF/PF,Brooks Barnhizer (42763916),Brooks Barnhizer,42763916,SF/PF/F/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,OKC,5.72
,,,,,,,,,,,,,PF,Isaiah Livers (42763926),Isaiah Livers,42763926,PF/F/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,PHX,5.96
,,,,,,,,,,,,,SG,Koby Brea (42763942),Koby Brea,42763942,SG/G/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,PHX,6.38
,,,,,,,,,,,,,PG,Nikola Topic (42763945),Nikola Topic,42763945,PG/G/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,OKC,12.23
,,,,,,,,,,,,,SF,Haywood Highsmith (42763948),Haywood Highsmith,42763948,SF/F/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,PHX,8.78
,,,,,,,,,,,,,PF,Payton Sandfort (42763965),Payton Sandfort,42763965,PF/F/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,OKC,13.12
,,,,,,,,,,,,,C,CJ Huntley (42763973),CJ Huntley,42763973,C/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,PHX,5.81
,,,,,,,,,,,,,C,Thomas Sorber (42763984),Thomas Sorber,42763984,C/UTIL,3000,OKC@PHX 04/27/2026 09:30PM ET,OKC,0
