Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,,Instructions
5112662473,NBA $1K Elbow Shot [Single Entry] ,189570840,$2,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5112662443,NBA $750 Quarter Jukebox [Just $0.25!] ,189620275,$0.25,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5112662444,NBA $750 Quarter Jukebox [Just $0.25!] ,189620275,$0.25,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5112662445,NBA $750 Quarter Jukebox [Just $0.25!] ,189620275,$0.25,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5112662446,NBA $750 Quarter Jukebox [Just $0.25!] ,189620275,$0.25,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5112662447,NBA $750 Quarter Jukebox [Just $0.25!] ,189620275,$0.25,,,,,,,,,,
5112662448,NBA $750 Quarter Jukebox [Just $0.25!] ,189620275,$0.25,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,C,Ryan Kalkbrenner (42606569),Ryan Kalkbrenner,42606569,C/UTIL,3900,CHA@NYK 04/12/2026 06:00PM ET,CHA,18.98
,,,,,,,,,,,,,PG,Jose Alvarado (42606571),Jose Alvarado,42606571,PG/G/UTIL,3900,CHA@NYK 04/12/2026 06:00PM ET,NYK,17.59
,,,,,,,,,,,,,PG,Craig Porter Jr. (42606592),Craig Porter Jr.,42606592,PG/G/UTIL,3800,WAS@CLE 04/12/2026 06:00PM ET,CLE,16.27
,,,,,,,,,,,,,SF/PF,Javonte Green (42606583),Javonte Green,42606583,SF/PF/F/UTIL,3800,DET@IND 04/12/2026 06:00PM ET,DET,14.89
,,,,,,,,,,,,,SG/SF,Ben Sheppard (42606587),Ben Sheppard,42606587,SG/SF/F/G/UTIL,3800,DET@IND 04/12/2026 06:00PM ET,IND,15.16
,,,,,,,,,,,,,PF,Grant Williams (42606595),Grant Williams,42606595,PF/F/UTIL,3800,CHA@NYK 04/12/2026 06:00PM ET,CHA,16.36
,,,,,,,,,,,,,SG/SF,Hugo Gonzalez (42606598),Hugo Gonzalez,42606598,SG/SF/F/G/UTIL,3700,ORL@BOS 04/12/2026 06:00PM ET,BOS,10.64
,,,,,,,,,,,,,PG,Jevon Carter (42606606),Jevon Carter,42606606,PG/G/UTIL,3700,ORL@BOS 04/12/2026 06:00PM ET,ORL,13.35
,,,,,,,,,,,,,PF,Nae'Qwan Tomlin (42606603),Nae'Qwan Tomlin,42606603,PF/F/UTIL,3700,WAS@CLE 04/12/2026 06:00PM ET,CLE,12.54
,,,,,,,,,,,,,SF/PF,Andre Jackson Jr. (42606609),Andre Jackson Jr.,42606609,SF/PF/F/UTIL,3700,MIL@PHI 04/12/2026 06:00PM ET,MIL,5.93
,,,,,,,,,,,,,PF/C,Chaney Johnson (42606620),Chaney Johnson,42606620,PF/C/F/UTIL,3600,BKN@TOR 04/12/2026 06:00PM ET,BKN,18.59
,,,,,,,,,,,,,SG,Landry Shamet (42606613),Landry Shamet,42606613,SG/G/UTIL,3600,CHA@NYK 04/12/2026 06:00PM ET,NYK,15.97
,,,,,,,,,,,,,PG/SG,Miles McBride (42606616),Miles McBride,42606616,PG/SG/G/UTIL,3600,CHA@NYK 04/12/2026 06:00PM ET,NYK,21.84
,,,,,,,,,,,,,SG/SF,Jamal Cain (42606640),Jamal Cain,42606640,SG/SF/F/G/UTIL,3500,ORL@BOS 04/12/2026 06:00PM ET,ORL,9.90
,,,,,,,,,,,,,PG/SG,Tyrese Proctor (42606631),Tyrese Proctor,42606631,PG/SG/G/UTIL,3500,WAS@CLE 04/12/2026 06:00PM ET,CLE,9.55
,,,,,,,,,,,,,SF/PF,Justin Edwards (42606624),Justin Edwards,42606624,SF/PF/F/UTIL,3500,MIL@PHI 04/12/2026 06:00PM ET,PHI,11.71
,,,,,,,,,,,,,SG/SF,Gary Harris (42606635),Gary Harris,42606635,SG/SF/F/G/UTIL,3500,MIL@PHI 04/12/2026 06:00PM ET,MIL,7.44
,,,,,,,,,,,,,PG,Gabe Vincent (42606628),Gabe Vincent,42606628,PG/G/UTIL,3500,ATL@MIA 04/12/2026 06:00PM ET,ATL,9.22
,,,,,,,,,,,,,C,Moritz Wagner (42606658),Moritz Wagner,42606658,C/UTIL,3400,ORL@BOS 04/12/2026 06:00PM ET,ORL,12.96
,,,,,,,,,,,,,SF/PF,Ron Harper Jr. (42606660),Ron Harper Jr.,42606660,SF/PF/F/UTIL,3400,ORL@BOS 04/12/2026 06:00PM ET,BOS,7.69
,,,,,,,,,,,,,SG/SF,Ochai Agbaji (42606653),Ochai Agbaji,42606653,SG/SF/F/G/UTIL,3400,BKN@TOR 04/12/2026 06:00PM ET,BKN,10.39
,,,,,,,,,,,,,PG,Dru Smith (42606650),Dru Smith,42606650,PG/G/UTIL,3400,ATL@MIA 04/12/2026 06:00PM ET,MIA,15.92
,,,,,,,,,,,,,SG/SF,Jordan Clarkson (42606645),Jordan Clarkson,42606645,SG/SF/F/G/UTIL,3400,CHA@NYK 04/12/2026 06:00PM ET,NYK,14.16
,,,,,,,,,,,,,PG/SG,Marcus Sasser (42606676),Marcus Sasser,42606676,PG/SG/G/UTIL,3300,DET@IND 04/12/2026 06:00PM ET,DET,11.06
,,,,,,,,,,,,,SF/PF,Jabari Walker (42606667),Jabari Walker,42606667,SF/PF/F/UTIL,3300,MIL@PHI 04/12/2026 06:00PM ET,PHI,10.07
,,,,,,,,,,,,,PF,Simone Fontecchio (42606664),Simone Fontecchio,42606664,PF/F/UTIL,3300,ATL@MIA 04/12/2026 06:00PM ET,MIA,16.30
,,,,,,,,,,,,,SG/SF,Corey Kispert (42606671),Corey Kispert,42606671,SG/SF/F/G/UTIL,3300,ATL@MIA 04/12/2026 06:00PM ET,ATL,15.38
,,,,,,,,,,,,,C,Keshad Johnson (42606680),Keshad Johnson,42606680,C/UTIL,3300,ATL@MIA 04/12/2026 06:00PM ET,MIA,7.98
,,,,,,,,,,,,,PF/C,Larry Nance Jr. (42606694),Larry Nance Jr.,42606694,PF/C/F/UTIL,3200,WAS@CLE 04/12/2026 06:00PM ET,CLE,9.65
,,,,,,,,,,,,,PG,Tyler Kolek (42606682),Tyler Kolek,42606682,PG/G/UTIL,3200,CHA@NYK 04/12/2026 06:00PM ET,NYK,11.58
,,,,,,,,,,,,,SG/SF,Josh Green (42606685),Josh Green,42606685,SG/SF/F/G/UTIL,3200,CHA@NYK 04/12/2026 06:00PM ET,CHA,9.38
,,,,,,,,,,,,,SF/PF,Jeremy Sochan (42606690),Jeremy Sochan,42606690,SF/PF/F/UTIL,3200,CHA@NYK 04/12/2026 06:00PM ET,NYK,8.53
,,,,,,,,,,,,,PG,Alex Morales (42606710),Alex Morales,42606710,PG/G/UTIL,3100,ORL@BOS 04/12/2026 06:00PM ET,ORL,3.94
,,,,,,,,,,,,,SG/SF,Gradey Dick (42606698),Gradey Dick,42606698,SG/SF/F/G/UTIL,3100,BKN@TOR 04/12/2026 06:00PM ET,TOR,10.99
,,,,,,,,,,,,,SF,Chaz Lanier (42606707),Chaz Lanier,42606707,SF/F/UTIL,3100,DET@IND 04/12/2026 06:00PM ET,DET,4.69
,,,,,,,,,,,,,PF/C,Nikola Jovic (42606703),Nikola Jovic,42606703,PF/C/F/UTIL,3100,ATL@MIA 04/12/2026 06:00PM ET,MIA,16.26
,,,,,,,,,,,,,SF/PF,Noah Penda (42606726),Noah Penda,42606726,SF/PF/F/UTIL,3000,ORL@BOS 04/12/2026 06:00PM ET,ORL,11.16
,,,,,,,,,,,,,SG,Jett Howard (42606732),Jett Howard,42606732,SG/G/UTIL,3000,ORL@BOS 04/12/2026 06:00PM ET,ORL,9.80
,,,,,,,,,,,,,PG,Jase Richardson (42606737),Jase Richardson,42606737,PG/G/UTIL,3000,ORL@BOS 04/12/2026 06:00PM ET,ORL,8.30
,,,,,,,,,,,,,PF/C,Jonathan Isaac (42606746),Jonathan Isaac,42606746,PF/C/F/UTIL,3000,ORL@BOS 04/12/2026 06:00PM ET,ORL,8.24
,,,,,,,,,,,,,C,Amari Williams (42606836),Amari Williams,42606836,C/UTIL,3000,ORL@BOS 04/12/2026 06:00PM ET,BOS,5.30
,,,,,,,,,,,,,PG,Max Shulga (42606875),Max Shulga,42606875,PG/G/UTIL,3000,ORL@BOS 04/12/2026 06:00PM ET,BOS,0.98
,,,,,,,,,,,,,SF,John Tonje (42606880),John Tonje,42606880,SF/F/UTIL,3000,ORL@BOS 04/12/2026 06:00PM ET,BOS,1.6
,,,,,,,,,,,,,C,Colin Castleton (42606913),Colin Castleton,42606913,C/UTIL,3000,ORL@BOS 04/12/2026 06:00PM ET,ORL,4.38
,,,,,,,,,,,,,PG,Dalano Banton (42628257),Dalano Banton,42628257,PG/G/UTIL,3000,ORL@BOS 04/12/2026 06:00PM ET,BOS,4.05
,,,,,,,,,,,,,C,Day'Ron Sharpe (42606721),Day'Ron Sharpe,42606721,C/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,BKN,22.88
,,,,,,,,,,,,,PF,Jamison Battle (42606723),Jamison Battle,42606723,PF/F/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,TOR,6.09
,,,,,,,,,,,,,C,Danny Wolf (42606730),Danny Wolf,42606730,C/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,BKN,20.60
,,,,,,,,,,,,,C,Trayce Jackson-Davis (42606740),Trayce Jackson-Davis,42606740,C/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,TOR,9.28
,,,,,,,,,,,,,PG,Egor Demin (42606754),Egor Demin,42606754,PG/G/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,BKN,21.93
,,,,,,,,,,,,,SF,Michael Porter Jr. (42606757),Michael Porter Jr.,42606757,SF/F/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,BKN,41.07
,,,,,,,,,,,,,PF/C,Jonathan Mogbo (42606791),Jonathan Mogbo,42606791,PF/C/F/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,TOR,5.29
,,,,,,,,,,,,,SG,Alijah Martin (42606822),Alijah Martin,42606822,SG/G/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,TOR,5.10
,,,,,,,,,,,,,SG/SF,AJ Lawson (42606825),AJ Lawson,42606825,SG/SF/F/G/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,TOR,8.38
,,,,,,,,,,,,,SF,Garrett Temple (42606830),Garrett Temple,42606830,SF/F/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,TOR,2.07
,,,,,,,,,,,,,PG,Chucky Hepburn (42606910),Chucky Hepburn,42606910,PG/G/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,TOR,2.88
,,,,,,,,,,,,,PG/SG,Tyreke Key (42606920),Tyreke Key,42606920,PG/SG/G/UTIL,3000,BKN@TOR 04/12/2026 06:00PM ET,TOR,0
,,,,,,,,,,,,,SG,Kyshawn George (42606768),Kyshawn George,42606768,SG/G/UTIL,3000,WAS@CLE 04/12/2026 06:00PM ET,WAS,31.47
,,,,,,,,,,,,,PG,D'Angelo Russell (42606819),D'Angelo Russell,42606819,PG/G/UTIL,3000,WAS@CLE 04/12/2026 06:00PM ET,WAS,19.91
,,,,,,,,,,,,,SF,Cam Whitmore (42606842),Cam Whitmore,42606842,SF/F/UTIL,3000,WAS@CLE 04/12/2026 06:00PM ET,WAS,15.86
,,,,,,,,,,,,,C,Anthony Davis (42606845),Anthony Davis,42606845,C/UTIL,3000,WAS@CLE 04/12/2026 06:00PM ET,WAS,44.06
,,,,,,,,,,,,,PG,Trae Young (42606852),Trae Young,42606852,PG/G/UTIL,3000,WAS@CLE 04/12/2026 06:00PM ET,WAS,34.33
,,,,,,,,,,,,,SF,Tristan Enaruna (42606883),Tristan Enaruna,42606883,SF/F/UTIL,3000,WAS@CLE 04/12/2026 06:00PM ET,CLE,5.66
,,,,,,,,,,,,,SF,Riley Minix (42606886),Riley Minix,42606886,SF/F/UTIL,3000,WAS@CLE 04/12/2026 06:00PM ET,CLE,4.72
,,,,,,,,,,,,,C,Olivier Sarr (42606918),Olivier Sarr,42606918,C/UTIL,3000,WAS@CLE 04/12/2026 06:00PM ET,CLE,6.42
,,,,,,,,,,,,,C,Ivica Zubac (42606766),Ivica Zubac,42606766,C/UTIL,3000,DET@IND 04/12/2026 06:00PM ET,IND,32.91
,,,,,,,,,,,,,SG,Johnny Furphy (42606803),Johnny Furphy,42606803,SG/G/UTIL,3000,DET@IND 04/12/2026 06:00PM ET,IND,13.86
,,,,,,,,,,,,,C,Tolu Smith (42606855),Tolu Smith,42606855,C/UTIL,3000,DET@IND 04/12/2026 06:00PM ET,DET,9.93
,,,,,,,,,,,,,PF/C,Isaac Jones (42606899),Isaac Jones,42606899,PF/C/F/UTIL,3000,DET@IND 04/12/2026 06:00PM ET,DET,2.79
,,,,,,,,,,,,,SF/PF,Wendell Moore Jr. (42606903),Wendell Moore Jr.,42606903,SF/PF/F/UTIL,3000,DET@IND 04/12/2026 06:00PM ET,DET,5.17
,,,,,,,,,,,,,PG,Tyrese Haliburton (42606924),Tyrese Haliburton,42606924,PG/G/UTIL,3000,DET@IND 04/12/2026 06:00PM ET,IND,0
,,,,,,,,,,,,,PF/C,Trendon Watford (42606742),Trendon Watford,42606742,PF/C/F/UTIL,3000,MIL@PHI 04/12/2026 06:00PM ET,PHI,15.60
,,,,,,,,,,,,,SG/SF,Dalen Terry (42606771),Dalen Terry,42606771,SG/SF/F/G/UTIL,3000,MIL@PHI 04/12/2026 06:00PM ET,PHI,9.89
,,,,,,,,,,,,,PG/SG,Tyrese Martin (42606776),Tyrese Martin,42606776,PG/SG/G/UTIL,3000,MIL@PHI 04/12/2026 06:00PM ET,PHI,13.79
,,,,,,,,,,,,,PG,Kevin Porter Jr. (42606797),Kevin Porter Jr.,42606797,PG/G/UTIL,3000,MIL@PHI 04/12/2026 06:00PM ET,MIL,40.04
,,,,,,,,,,,,,C,Thanasis Antetokounmpo (42606806),Thanasis Antetokounmpo,42606806,C/UTIL,3000,MIL@PHI 04/12/2026 06:00PM ET,MIL,3.54
,,,,,,,,,,,,,PG,Cameron Payne (42606833),Cameron Payne,42606833,PG/G/UTIL,3000,MIL@PHI 04/12/2026 06:00PM ET,PHI,17.23
,,,,,,,,,,,,,PG,Kyle Lowry (42606857),Kyle Lowry,42606857,PG/G/UTIL,3000,MIL@PHI 04/12/2026 06:00PM ET,PHI,4.06
,,,,,,,,,,,,,SG/SF,Marjon Beauchamp (42606863),Marjon Beauchamp,42606863,SG/SF/F/G/UTIL,3000,MIL@PHI 04/12/2026 06:00PM ET,PHI,13.90
,,,,,,,,,,,,,C,Johni Broome (42606870),Johni Broome,42606870,C/UTIL,3000,MIL@PHI 04/12/2026 06:00PM ET,PHI,4.04
,,,,,,,,,,,,,PF,Alex Antetokounmpo (42606907),Alex Antetokounmpo,42606907,PF/F/UTIL,3000,MIL@PHI 04/12/2026 06:00PM ET,MIL,3.9
,,,,,,,,,,,,,SG/SF,Zaccharie Risacher (42606716),Zaccharie Risacher,42606716,SG/SF/F/G/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,ATL,19.04
,,,,,,,,,,,,,PG,Keaton Wallace (42606760),Keaton Wallace,42606760,PG/G/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,ATL,8.42
,,,,,,,,,,,,,SF,Buddy Hield (42606763),Buddy Hield,42606763,SF/F/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,ATL,14.12
,,,,,,,,,,,,,SF/PF,Myron Gardner (42606780),Myron Gardner,42606780,SF/PF/F/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,MIA,9.88
,,,,,,,,,,,,,PF,Asa Newell (42606784),Asa Newell,42606784,PF/F/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,ATL,9.70
,,,,,,,,,,,,,C,Tony Bradley (42606795),Tony Bradley,42606795,C/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,ATL,8.84
,,,,,,,,,,,,,C,Christian Koloko (42606817),Christian Koloko,42606817,C/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,ATL,9.68
,,,,,,,,,,,,,PG,RayJ Dennis (42606849),RayJ Dennis,42606849,PG/G/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,ATL,9.52
,,,,,,,,,,,,,PG,Jahmir Young (42606860),Jahmir Young,42606860,PG/G/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,MIA,3.12
,,,,,,,,,,,,,C,Vladislav Goldin (42606878),Vladislav Goldin,42606878,C/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,MIA,2.47
,,,,,,,,,,,,,SG/SF,Trevor Keels (42606891),Trevor Keels,42606891,SG/SF/F/G/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,MIA,1.36
,,,,,,,,,,,,,PG,Keshon Gilbert (42606915),Keshon Gilbert,42606915,PG/G/UTIL,3000,ATL@MIA 04/12/2026 06:00PM ET,ATL,8.58
,,,,,,,,,,,,,PF,Mohamed Diawara (42606713),Mohamed Diawara,42606713,PF/F/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,NYK,7.03
,,,,,,,,,,,,,C,Ariel Hukporti (42606735),Ariel Hukporti,42606735,C/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,NYK,7.23
,,,,,,,,,,,,,PG/SG,Tre Mann (42606750),Tre Mann,42606750,PG/SG/G/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,CHA,11.41
,,,,,,,,,,,,,SF/PF,Pat Connaughton (42606787),Pat Connaughton,42606787,SF/PF/F/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,CHA,5.77
,,,,,,,,,,,,,PF,Tidjane Salaun (42606800),Tidjane Salaun,42606800,PF/F/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,CHA,13.94
,,,,,,,,,,,,,SF/PF,Liam McNeeley (42606808),Liam McNeeley,42606808,SF/PF/F/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,CHA,9.27
,,,,,,,,,,,,,C,Xavier Tillman (42606812),Xavier Tillman,42606812,C/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,CHA,4.76
,,,,,,,,,,,,,SG,Pacome Dadiet (42606814),Pacome Dadiet,42606814,SG/G/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,NYK,3.20
,,,,,,,,,,,,,SF/PF,Kevin McCullar Jr. (42606838),Kevin McCullar Jr.,42606838,SF/PF/F/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,NYK,5.4
,,,,,,,,,,,,,C,PJ Hall (42606847),PJ Hall,42606847,C/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,CHA,11.36
,,,,,,,,,,,,,C,Trey Jemison (42606868),Trey Jemison,42606868,C/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,NYK,3
,,,,,,,,,,,,,SG,Antonio Reeves (42606872),Antonio Reeves,42606872,SG/G/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,CHA,4.65
,,,,,,,,,,,,,C,Dillon Jones (42606889),Dillon Jones,42606889,C/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,NYK,4.17
,,,,,,,,,,,,,SF,Tosan Evbuomwan (42606896),Tosan Evbuomwan,42606896,SF/F/UTIL,3000,CHA@NYK 04/12/2026 06:00PM ET,CHA,0.5
